Stanice,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Luční bouda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.6,0.3,0.9,0.3
Blatný vrch,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0.4,0.2,0.5,0.5,1.7,0.7,0.5,0,0,0
"Boubín, vrchol",0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0.3,0.1,0.3,0.4,0.6,0.2,0,0,0,0
Plechý,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.1,0.2,0.3,0.3,0.3,0.9,0.4,0.2,0,0.1
Šerák,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
Lysá hora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Labská bouda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.6,1.2,0.4,0.2
Klínovec,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.2,0.2,0.2,0.8,0.2,0,0,0,0,0,0
"Bučina, u Kvildy",0,0,0,0,0,0,0,0,0,0.1,0.4,0,0,0.2,0.7,0.4,0.4,0.4,0.6,0.1,0.2,0,0,0
Churáňov,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0.5,0.4,0.2,0.5,1.3,0,0,0,0,0
Dvoračky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.4,0.3,0.9,1.4,0.8,0.5
Filipova Huť,0,0,0,0,0,0,0,0,0,0.3,0.1,0,0,0.1,0.2,0.1,0.1,0.2,0.3,0,0.2,0,0,0
"Horská Kvilda, u Hamerského potoka",0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0.1,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0
"Pomezní boudy, Horní Malá Úpa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0.1,0.2,0.2
"Bělá pod Pradědem, Červenohorské sedlo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
"Staré Město pod Sněžníkem, Paprsek",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.4
Kubova Huť,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0.1,0.3,0.2,0.7,0.2,0,0,0,0
Špičák,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.8,0.6,0.6,0.4,1,0.6,0.3,0,0,0,0.1
Dyleň,0,0,0,0,0,0,0,0.1,0,0,0,0.7,1.1,0.1,0.1,0.5,0.4,0,0.1,0,0,0,0,0
Přebuz,0,0,0,0,0,0,0.1,0.1,0,0,0,0.5,0.4,0.5,0.2,0.8,1,0.3,0.1,0,0,0,0,0
Borová Lada,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0.2,0.1,0.2,0.2,0.6,0,0.1,0,0,0
Abertamy,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0.1,0.1,0.1,0.6,0.2,0,0,0,0,0,0
Prášily,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.3,0.1,0.2,0.3,0.7,0,0,0,0,0
"Luisino údolí, Deštné v Orlických horách",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.4,0.8,0.3
Hojsova Stráž,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0.4,0.4,0.4,0.5,0.2,0,0,0,0,0
"Kořenov, Jizerka",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.3,0.4,0.7,0.7,0.3,0.1
"Kynžvart, Lazy",0,0,0,0,0,0,0,0.3,0.3,0,0,0.4,1.3,0.2,0.9,0.3,0.8,0.1,0.3,0.1,0,0,0,0
"Bílý Potok, Smědava",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0.6,0.9,0.4,0.2,0.1
Milešovka,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0.1,0.1,0.5,0.7,0.5,0.1,0.1,0,0
Měděnec,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.1,0.2,0.3,0.1,0,0,0,0,0,0
"Staré Hutě, Hojná Voda",0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.3,0.3,0.4,0.3,0.5,0,0.1,0
Pec pod Sněžkou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0.2,0.6,0.6
Strážný,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.1,0.2,0.1,0.3,0.2,0.8,0.1,0,0,0
"Jelení, Nová Pec",0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0.1,0.1,0.4,0.6,0,0,0,0
Klíny,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.5,0.2,2.2,2.4,0.9,0.1,0,0,0.1,0
Zámyšl,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,1.3,0.2,0.2,0.8,0.9,0.7,0,0,0,0,0
Karlova Studánka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zbytiny,0,0,0,0,0,0,0,0,0,0.1,0,0.2,0,0.1,0,0,0,0,0,0.2,0.1,0,0,0
"Bedřichov, Nová louka",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.5,1.1,1.6,0.5,0.2,0
Bedřichov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,1,1.6,0.5,0.2,0
Pohorská Ves,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.6,0.3,0.3,0.3,0.3,0.7,0.3,0.1,0
"Desná, Souš",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0.5,0.9,0.7,0.5,0.1
"Dlouhé Stráně, Kouty nad Desnou",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
"Ktiš, Tisovka",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0.1,0.3,0.1,0,0,0
Železná Ruda,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.6,1,0.7,0.6,0.6,0.3,0.2,0,0,0,0
Volary,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0.1,0.1,0.1,0.1,0.8,0.4,0.1,0,0,0
Červená,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nýdek, Filipka",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
