Stanice,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Luční bouda,0,0,0,0,0,0,0.1,0,0,0,0,0,1.5,0,0.1,0.6,0,0.1,0,2.1,2.8,3.4,3.8,0.6
Blatný vrch,0,0,0,1,1.4,0.9,1.8,0.3,0.3,0.7,0.5,0.4,0,0,0,0,0,0,0,0,0,0,0.2,0.1
"Boubín, vrchol",0,0,0,0.1,0,0,0.1,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0
Plechý,0.3,0,0,0.4,0.8,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1
Šerák,0,1,0.1,0,0,0.6,2.7,0,0,0.1,0,0,0.4,0,0,0.3,0.4,0.6,0.8,0,0.1,0,0.2,0.6
Lysá hora,0,0.1,0.1,1,0.6,0.3,0.9,2.3,0.3,0.6,0,0,0,0.2,0.6,0,0.5,0.1,0,0,0,0,0.1,0
Labská bouda,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.1,0,0,0.4,3.3,3.9,2.7,2.8,0.4
Klínovec,0,0,0.2,1.8,0,0.4,0.8,0.3,0,0,0,0,0.1,0,0,0,0,0.2,0.1,0,1,3,1.6,2.2
"Bučina, u Kvildy",0,0,0.1,0.1,0.1,0.3,0.2,0.2,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0
Churáňov,0,0,0,0,0,0.1,0.3,0.7,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.1,0
Dvoračky,3.1,0,0,0,0,0,0,0,0,0,0,0.4,0.1,0.1,0.3,0.5,0.2,0,0.2,3.6,4.5,3.8,4.3,0.8
Filipova Huť,0,0,0,0,0,0.2,0.6,0.3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
"Horská Kvilda, u Hamerského potoka",0,0,0,0,0,0.6,0.9,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
"Pomezní boudy, Horní Malá Úpa",0.3,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,1.2,0,0.3,0,0.6,1.2,1,3.7,1.6
"Bělá pod Pradědem, Červenohorské sedlo",0,2.3,0.1,0,0,0.2,0.7,0,0,0.2,0,0,0.9,0.2,0,0.1,0,0.2,0.7,0.5,0.3,0.3,0.1,0.8
"Hejnice, Smědavská hora",0,0,0,0,0,0,0,0,0,0,0.5,3,0.2,0.1,1.9,0.1,0,0,2.5,2.9,5.2,3.5,1.2,1.1
"Staré Město pod Sněžníkem, Paprsek",0.1,1.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0.3,0,0,0.6,0.9,1.1,0.2,0.2,0.1,0.1,0.7,0.4
Kubova Huť,0,0,0,0,0,0,0.1,0.8,0.1,0,0,0.3,0,0,0,0,0,0,0,0,0,0.1,0,0
"Josefův Důl, Rozmezí",0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.1,0.1,2.4,0,0,0,3.3,5.5,6.4,3.1,1.8,1.5
"Hejnice, Knajpa",0,0.1,0,0,0,0,0,0,0,0,0.2,1.9,0.2,0,2.1,0,0,0,2.4,3.3,4,1.6,1.2,1.3
"Bílý Potok, Pavlova cesta",0,0,0,0,0,0,0,0,0,0,0.3,2.1,0.1,0.1,2,0,0,0,2.9,2.8,4.6,2,0.7,0.5
Špičák,0,0,0,0,0.1,1.8,0.2,0.1,0,0,0,0,0.2,0.1,0,0,0,0,0,0,0,0,0.8,0
"Kořenov, Lasičí",0.1,0,0,0,0,0,0,0,0,0,0,1.1,0.1,0.3,1.8,0,0,0,0.7,1.7,2.1,4.7,2,1.1
Dyleň,0.1,0,0,0,1.1,0.6,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0.1,0,0.5
"Kořenov, Jizerská cesta",0,0,0,0.1,0,0,0,0,0,0,0,1.8,0.1,0.8,3.5,0,0,0,1.9,2.3,3.9,4.8,1.8,1.3
"Bílý Potok, U Jeřábu",0,0,0,0,0,0,0,0,0,0,0,1.9,0.2,0.7,4.9,0,0,0,2.7,2.8,4.2,4.9,2.1,1.9
"Hejnice, Kasárenská",,,,,,,,,,,,,,,,,,,,,,,,
Přebuz,0.1,0,0.3,0,0.1,0.5,0.2,0,0,0,0,0,0,0,0.1,0,0,0,0.3,0.1,1.2,1.6,2,3.1
Borová Lada,0,0,0,0,0,0.1,0.4,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
Abertamy,0,0,0,0.5,0,0.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0.5,1.4,1.9,1.7
Prášily,0,0,0,0,0.1,0.3,0.3,0.2,0,0.3,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1
"Bedřichov, Olivetská hora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,2.9,4.5,2.8,2.1,1.2,1.4
"Luisino údolí, Deštné v Orlických horách",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.4,0.1,0.2,0,0,1.7,0,1.7,0.6,1.8
Hojsova Stráž,0,0,0,0,0,0.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0
"Kořenov, Jizerka",0.1,0,0,0,0,0,0,0,0,0,0,1.6,0.1,0.6,1.7,0,0,0,0.8,2,2.6,4.1,1.8,1.1
"Kynžvart, Lazy",0,0,0.8,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.6,0.3,0.2,1.3
"Bílý Potok, Smědava",0,0,0,0,0,0,0,0,0,0,0.4,4.9,0.4,0.4,3.4,0,0,0,2.6,2.9,5.6,5.4,2,0.8
Milešovka,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.1,1.2,0.2,0,0,0,0.3
Měděnec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.7,0.8,0.3
"Staré Hutě, Hojná Voda",0.4,0.2,0,0,0,0,0,0.1,0,3.2,0,1.3,0,0.1,0,0.1,0,0,0,0,0,0,0,0.3
Pec pod Sněžkou,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,1,0,0.3,0,1.2,3.7,3.7,2.8,1
Strážný,0,0,0,0,0.1,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bedřichov, Tomšovka",0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,2,0,0,0.1,3,4.3,3,2.2,1.3,1.5
"Jelení, Nová Pec",0.2,0,0,0.3,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Klíny,0,0.4,0,0.1,0.2,0,1.3,0.2,0.1,0,0,0,0,0,0,0,0,0.2,0.1,1.2,1.6,1.2,0.9,10.4
Zámyšl,0,0,0,0,0,1.2,0.4,0,0,0,0.1,0.2,0,0,0,0,0,0,0,0,0,0.1,0.2,0.5
Karlova Studánka,0,0.2,0.9,0,0,1.8,1.1,1.5,0,0,0,0,0,2.2,0,0.8,0,0,0.8,0.8,0.2,0.2,0,0
Zbytiny,0.1,0,0,0,0,0,0,0.2,0,1.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0
"Bedřichov, Nová louka",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2.7,4.9,3.5,2.8,1.3,1.2
"Bedřichov, Uhlířská",0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,1.9,0,0,0,2.6,4.6,2.9,2.2,1.2,1.3
Bedřichov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0.6,,,,,
