Stanice,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Luční bouda,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,2.4,6.7,0,0,0.6
Blatný vrch,0,0,2,0.1,0.1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3.9,0
"Boubín, vrchol",0,0,0.1,0,0,0.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plechý,0,0,0,0.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Šerák,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,1.7,0.1,0,0,0,0,4.3,0.2,0,2
Lysá hora,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.6,3.4,0,0,0.1,2.4,0,0.1,10.2,4.1,2
Labská bouda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,1.6,0.5,0,0.3
Klínovec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.1,0
"Bučina, u Kvildy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3
Churáňov,0,0,0.9,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.7
Dvoračky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,1,0.3,0.1,0.2
Filipova Huť,0,0,0.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,1.8,2.1
"Horská Kvilda, u Hamerského potoka",0,0,1.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,4.4
"Pomezní boudy, Horní Malá Úpa",0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,1.8,6.1,0.1,0,0.3
"Bělá pod Pradědem, Červenohorské sedlo",0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,9.3,3,0,0,0,0.1,7.7,0.4,0.3,1.3
"Hejnice, Smědavská hora",0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,6.8,2.4,0,0.1,0.1
"Staré Město pod Sněžníkem, Paprsek",0,0,0,0,0,0,0,0,0,0,0,1,0.7,0,5.2,0.9,0,0,0,0.1,10.8,0.4,0,0.3
Kubova Huť,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0
"Hejnice, Knajpa",0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.2,8.3,1.7,0,0.1,0.1
