Stanice,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Praděd,0.2,0.5,0.5,0.5,0.1,0.1,0.2,0,0.1,0,0,1.2,0.8,1.3,1,0.7,0.4,0.3,0.7,2.3,1.5,0.9,1.4,0.9
Luční bouda,1.1,0.3,0,0,0,0,0.3,0,0,0.4,0.5,0.1,0,0,0,0,0,0,0,0,0.4,0,0,0.2
Blatný vrch,,,,,,,,,,,,,,,,,,,,,,,,
"Boubín, vrchol",,,,,,,,,,,,,,,,,,,,,,,,
Plechý,,,,,,,,,,,,,,,,,,,,,,,,
Šerák,0.1,0.4,1.9,0.4,0.1,0.2,0.4,0,0,0,0,0.6,0.1,0,0,0,0,0,2.9,0.5,0.4,0.7,0.1,1.3
Lysá hora,0.1,0,0.6,3.1,1.5,1.9,1.5,2.3,1,1.1,0,0,0,0,0,0,0,0,0,0,1,0.3,0.6,0
Labská bouda,4.5,1.5,0.8,0,1,0.3,0.7,1.2,0.7,0.9,1.3,0,0,0,0,0.2,0,0,0.2,0.2,3.2,1.4,1.6,1.1
Klínovec,1,0.3,0,1.2,1.1,0,0,0,0,0,0,0,0.4,0,0.2,0.3,0,1,0,0,0,0,0.3,2.4
"Bučina, u Kvildy",1.7,1.2,2.4,0.9,0.2,0.9,0.4,1.1,0.5,0.5,0.1,0.4,0.8,1.3,1.7,0,0,0.4,0.7,0,0,0,0,0
Churáňov,0.8,0.9,1.3,0.5,0,0.5,0.2,1.5,0.8,0.3,0.2,1.3,1.8,1.3,2.4,1.1,0,0,0.5,0,0,0,0,0
Dvoračky,4.5,1.6,0.3,0.1,1.8,0.1,2,0.4,0.8,1.7,0.7,0,0,0,0,0.1,0.2,0,0.3,0.2,3.4,1.4,1.6,1.5
Filipova Huť,1.5,1.1,2,0.6,0.3,1.1,0.5,2.2,0.8,0.5,0.2,0.8,0.9,1.2,2.7,0,0,0.6,0.3,0,0,0,0,0
