Stanice,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Luční bouda,0.5,0.7,0.3,0.1,0,0,0,0,0,0,0.1,0.3,0.3,0.5,0.4,0.7,0.2,0,0,0,0,0,0,0
Blatný vrch,,,,,,,,,,,,,,,,,,,,,,,,
Plechý,,,,,,,,,,,,,,,,,,,,,,,,
"Boubín, vrchol",,,,,,,,,,,,,,,,,,,,,,,,
Šerák,0.8,0.9,1.1,1,0.9,0.9,0.3,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.7,1.5,1.3,0.9,0.4,0,0.3,0,0
Lysá hora,0,0,0.2,0,0,0.3,0.3,0.2,0.3,0.1,0.3,0.4,0.1,0,0.1,0,0,0.3,0.6,1.3,1.1,1.2,1.1,0.2
Labská bouda,1.7,1.6,0.8,0.3,0.2,0.1,0,0,0,0,0.1,0.3,0.9,0.8,0.8,0.8,0.3,0.1,0.1,0,0,0,0,0
Klínovec,0.2,0.1,0.2,0.1,0,0.1,0,0,0.1,1.1,1.8,1.2,0.6,1.5,1.2,0.5,0.2,0.1,0.1,0.1,0,0,0,0.1
"Bučina, u Kvildy",1.8,1.8,1.7,2.2,0.7,0.3,0,1.2,0,0.1,0.8,0.6,1.5,3.1,1.5,3.1,1.8,0.2,0,0,0,0,0,0
Churáňov,0.6,1,1.1,0.3,0.9,0.1,0,0.8,0.1,0.3,0.4,0.4,0.4,1,1,3.1,1.7,0.5,0.1,0.1,0,0,0,0
Dvoračky,1.5,1.6,0.8,0.5,0.4,0.1,0.1,0,0,0,0,0.4,0.8,1.2,1.2,1,0.3,0.3,0,0,0,0,0,0
Filipova Huť,1.2,2.5,1,1,0.5,0.1,0,1,0.2,0,0.6,0.4,0.9,2.1,0.8,2.4,2.6,0.5,0.1,0.3,0,0,0,0
"Horská Kvilda, u Hamerského potoka",,,,,,,,,,,,,,,,,,,,,,,,
"Pomezní boudy, Horní Malá Úpa",1.3,1.1,0.5,0,0,0,0,0,0,0,0.1,0.4,0.6,0.7,0.8,0.7,0.4,0.4,0.2,0,0,0,0,0
"Bělá pod Pradědem, Červenohorské sedlo",0.1,1.4,1.8,1.9,1.5,1.3,0.6,0.2,0.3,1.2,0.2,0,0.1,0,0.1,0.5,0.9,0.6,0.5,0.3,0.1,0.1,0,0
"Staré Město pod Sněžníkem, Paprsek",0.1,0.3,0.7,0.5,0.7,0.5,0.4,0.3,0.4,0.6,0.5,0.3,0.5,0.4,0.5,0.6,1.4,1.5,1,0.5,0.5,0.2,0,0
Kubova Huť,0.5,0.4,0.3,0.7,0.3,0.1,0.1,0.3,0.1,0.1,0.2,0.3,0.2,0.8,0.8,1.1,2.2,0.2,0,0,0,0,0,0
Špičák,2.2,1.2,0.3,0,1,0,0.3,0,0.4,0,0.6,0.9,1.2,1.7,3.6,4.5,1.2,0.2,0,0,0,0,0,0
Dyleň,0,0.1,0,0.2,0.3,0,0.2,0.1,0,0.4,0.9,0.7,0.8,1.4,1.1,0.8,0.2,0,0,0,0,0,0,0
Přebuz,1,0.6,0.4,0.2,0.1,0,0,0,0.2,1.5,1.4,0.9,0.6,1.5,0.9,0,0,0,0,0,0,0,0,0
Borová Lada,0.7,0.8,0.5,1.3,0.3,0.1,0,0.8,0,0.1,0.4,0.3,0.6,1.7,1,2,1.8,0.2,0,0,0,0,0,0
Abertamy,0.3,0.3,0.2,0.1,0,0,0,0.1,0.1,1.1,1.6,0.9,0.3,0.9,0.7,0.2,0.1,0,0,0,0,0,0,0
Prášily,3.3,2,1.2,0.5,0.8,0,0.5,0.7,0.3,0,1.8,0.8,1.5,2.5,3,4.4,1.6,0.5,0,0,0,0,0,0
"Luisino údolí, Deštné v Orlických horách",0.3,0.2,0.8,0.5,0.2,0.1,0,0.3,0.6,0.1,0.4,0.2,0.1,0.4,0.1,0.7,1,0.7,0.2,0.1,0,0,0,0
Hojsova Stráž,2.5,0.8,0,0,0.3,0,0.2,0,0.3,0,0.6,0.4,1,2,4.5,3.6,1.3,0.3,0.1,0,0,0,0,0
"Kořenov, Jizerka",1.2,1.4,0.6,0.5,0.4,0,0,0,0,0,0.1,0.4,0.4,0.5,0.4,0.4,0.2,0,0,0,0,0,0,0
"Kynžvart, Lazy",0.2,0.2,0.2,0.5,0.3,0.1,0,,,,,,,,,,,,,,,,,
"Bílý Potok, Smědava",0.8,1.2,0.6,0.5,0.2,0.3,0.2,0,0,0,0.1,0.6,0.8,0.5,0.7,0.6,0.4,0,0,0,0,0,0,0
Milešovka,0.3,0.1,0,0.1,0.2,0.2,0,0,0,0.2,0.8,1.3,0.4,0.5,1.5,0.7,0.1,0.1,0,0,0,0.2,0.1,0
Měděnec,0,0,0.1,0,0.1,0,0,0,0,0.6,0.9,0.8,0.2,0.4,0.5,0.1,0,0,0,0,0,0,0,0
"Staré Hutě, Hojná Voda",0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.3,2.3,0.4,0.6,0.7,0.7,0.6,0
Pec pod Sněžkou,2.2,2.8,1,0.2,0.1,0,0,0,0.2,0,0.1,0.3,0.7,1.2,1,0.7,0.3,0.1,0.2,0,0,0,0,0
Strážný,0.6,0.7,0.7,1.8,1,0.3,0.2,0.7,0.1,0,0.4,0.3,0.5,1.3,0.4,1.3,1.8,1,0,0,0,0,0,0
"Jelení, Nová Pec",0.6,0.1,0.5,0.9,1.4,0.3,0.4,0.3,0.2,0,0.1,0.4,0.3,1.2,0.3,0.3,1.3,0.7,0,0.2,0.1,0,0,0
Klíny,0.5,0.2,0.2,0.5,0.1,0.1,0,0,0,0.2,1.4,0.9,0.4,0.6,0.7,0.3,0.1,0,0,0,0,0,0,0
Zámyšl,1.8,0.6,0,0,0.3,0,0.1,0,0.1,0,0.1,0.1,0.3,0.9,1.8,3.7,0.8,0.4,0,0.1,0,0,0,0
Karlova Studánka,0.6,2,2,1.3,0.8,1.3,0.5,0.1,0,0,0,0.1,0,0.1,0.1,1.1,1.4,1.1,1.1,0.8,0.3,0.1,0,0
Zbytiny,0.2,0,0.2,0.3,0.2,0.1,0.3,0.1,0.3,0,0,0.1,0,0.2,0.2,0.4,1.8,0.7,0,0,0,0,0,0
"Bedřichov, Nová louka",0.6,0.8,0.6,0.5,0.1,0.1,0,1,0,0,0,0.1,0.4,0.2,0.4,0.3,0.1,0,0,0,0,0,0,0
Bedřichov,0.6,0.5,0.2,0.4,0.1,0,0,0,0,0,0,0.2,0.3,0.2,0.3,0.3,0.2,0.1,0,0,0,0,0,0
Pohorská Ves,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0.1,0,1.9,0.9,0.6,0.3,0.8,0.5,0.1
"Desná, Souš",1.4,1.5,0.5,0.4,0.6,0.2,0,0,0,0,0,0.2,0.6,0.4,0.7,0.6,0.4,0,0,0,0,0,0,0
"Dlouhé Stráně, Kouty nad Desnou",0.5,1.1,1.1,1.1,0.9,0.8,0.9,0,0.1,0,0.2,0,0,0,0.4,0.8,1.2,1,0.7,0.6,0.2,0.1,0,0
"Ktiš, Tisovka",0.1,0,0.1,0.1,0.3,0,0.1,0.1,0,0,0,0.1,0,0,0,0.3,1.8,1.4,0.1,0,0,0,0,0
Železná Ruda,4.9,1.7,0.5,0.1,0.6,0,0.3,0,0.3,0,0.7,0.4,0.7,1.7,2.4,2.2,0.7,0.1,0,0,0,0,0,0
Volary,0.1,0.1,0.4,0.7,0.8,0.1,0.3,0.4,0.3,0,0,0.1,0.1,0.4,0.3,0.7,1.3,0.7,0,0,0,0,0,0
Červená,1,1.1,0.3,0.3,0.5,0.8,0.8,0.2,0.1,0,0,0,0,0,0,0.1,1.6,0.5,1.1,0.6,0.3,0.2,0.2,0.3
"Nýdek, Filipka",0,0,0,0.1,0,0.3,0.7,0.5,0.3,0.4,0.7,0.1,0,0,0,0,0,0.2,0.8,0.9,2,0.7,0.9,0
Přimda,0,0,0,0,0.2,0.7,1,0.5,0.3,0.2,0.7,1.1,1.6,1.1,1.4,1,0.6,0.2,0,0,0,0,0,0
Černá v Pošumaví,0,0.1,0.1,0.4,0.6,0.4,0.4,0.1,0.2,0,0,0.2,0.1,0.4,0.3,0.6,1.3,0.7,0.4,0.6,0.2,0,0,0
"Olešnice, Čihálka",0.1,0.5,1.6,0.5,0,0,0,0.3,0.7,0.3,0.3,0.1,0,0,0,0.7,0.6,0.3,0.2,0,0,0,0,0
Svratouch,0.1,0,0.1,0.2,0.3,0,0,0,0,0,0,0,0,0,0,0.3,0.6,0.2,0.5,0.4,0.1,0,0,0
Čachrov,0.7,0.1,0,0,0.1,0,0.2,0,0,0,0.2,0.1,0.1,0.8,3,3.2,1.6,0.4,0.1,0.1,0,0,0,0
Kašperské Hory,0.4,0.3,0.2,0,0.3,0.1,0,0,0,0,0,0,0.1,0.2,0.6,2.7,0.9,0.5,0,0,0,0,0,0
"Bílá, Salajka",0,0,0.1,0,0.9,1.8,0.9,1.1,1.1,0.3,0.8,0,0.1,0,0,0,0,0,1.6,1.3,1,0.4,0.3,0
Nová Ves v Horách,0.5,0.1,0.2,0.1,0.2,0.6,0,0,0,0.5,1.5,1.2,0.5,0.6,0.9,0.3,0.2,0.1,0,0,0,0,0,0
Nedvězí,0.2,1.1,0.3,0.7,1.1,0.3,0,0,0,0.1,0,0,0,0,0,0,0,0.3,0.1,0.2,0,0,0,0
Černý Důl,2,2.3,1.1,0.2,0,0,0.2,0,0,0,0.1,0.1,0.6,1.4,1.1,0.9,0.4,0,0,0,0,0,0,0
Bezvěrov,0,0.1,0,0.2,0.1,0.2,0,0.4,0.1,0.1,0.6,1.2,0.6,0.7,1.5,0.7,0.4,0,0,0,0,0,0,0
"Mariánské Lázně, vodárna",0,0.1,0.1,0.4,0.5,0.1,0.2,0.2,0,0.4,1.7,1.3,0.5,0.9,1.2,0.6,0.3,0,0,0,0,0,0,0
Vysoké nad Jizerou,1.6,1.7,0.8,0.1,0.3,0.1,0.1,0,0,0,0.1,0.2,0.7,0.8,0.9,0.4,0,0,0,0,0,0,0,0
Aš,0.7,1.4,0.8,0.4,0.2,0.2,0.4,0.1,0.2,1.5,1.2,0.5,0.8,1.4,0.7,0,0.1,0,0,0,0,0,0,0
