Stanice,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Vysoké nad Jizerou,1,1.2,1.2,0.6,0.8,0.9,0.1,0.7,0.9,0.4,0.2,0.3,0.2,0.2,0,0,0.3,0.5,0.6,0.8,1.4,2.5,2.4,1.2
Aš,0.3,0.1,0,0,0,0.3,0.1,0,0,0,0,0.1,0.1,0.1,0,0.1,0.3,0.3,0.5,0,0.1,0,0.1,0
Harrachov,0.9,1,1.1,0.6,0.7,0.9,0.2,1,1,0.5,0.1,0.6,0.2,0.1,0,0,0.4,0.4,0.9,1,1.4,2.1,2.2,1.4
Protivanov,0,0,0,0,0.1,0,0.1,0.1,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,0
Kadov,0,0,0,0.2,0.2,0.3,0.2,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0.4,0.3,0.2,0.7,0.4
Zdobnice,0.4,0.6,0.9,0.1,0.6,0,0.4,0.4,0.3,0.5,0.3,0.1,0.2,0.3,0.7,0.2,0.1,0,0.1,0.4,1.2,0.9,0.1,0.4
Orlické Záhoří - vodárna,0,0.4,0.2,0,0,0.1,0.1,0,0.4,0.3,0.1,0.1,0.2,0.1,0.7,0.4,0.2,0,0,0.2,0.7,0.4,0.3,0.4
"Hošťálková, Maruška",0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.3,0.1,0.2
Deštné v Orlic. horách,0.1,0.2,0.3,0.1,0.3,0,0.1,0.2,0.2,0.3,0.2,0.1,0.1,0.2,0.5,0.2,0,0,0.1,0.4,1.1,0.7,0,0.3
"Borovno, Míšov",0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.8,0.4,0.3,0.2,0,0
Krásné Údolí,0.1,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.2,0,0,0
Žacléř,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0
Strašín,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
Vimperk,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Petrovice, Krásný Les",0.1,0.1,0,0.1,0.2,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.1,0.5,0.1,0.8,0,0,0
Josefův Důl,0.9,1.6,1.4,0.3,0.3,0.3,0,0.3,0.4,0.2,0.2,0.4,0,0.1,0,0,0.4,0.1,1.3,1.4,1.4,2.6,2,0.9
Nový Rychnov,0,0,0,0.1,0.1,0.1,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.1,0
Pivoň,0,0,0,0.4,0.2,0.1,0,0,0,0,0.4,0,0.1,0,0,0,0,0.1,0.1,0.1,0,0.1,0,0
Počátky,0,0,0,0.2,0.3,0.1,0,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0.4,0.5,0.2,0.1
"Nadějkov, Větrov",0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0,0.1,0
Netřebice,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2
"Uhelná, Nové Vilémovice",0,0.1,0.1,0,0.1,0,0,0.1,0,1.5,0.2,1.7,0.1,0,0.1,0,0,0,0,0.2,1,0.2,0.2,0
Valašská Senice,0,0,0,0,0.3,1.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.4,1.4,0.9
Nejdek,0.6,0.2,0.3,0.1,0.3,0.3,0.1,0.1,0.1,0.2,0,0,0.2,0,0,0,0.7,1.2,1,1.2,1.5,0.6,0.3,0.3
"Žďár nad Sázavou, Stržanov",0,0,0.3,0.5,0.4,0.3,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0.3,0.8,0.7,1.2,0.6
"Karlovy Vary, Olšová Vrata",0,0,0.2,0.2,0.2,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0.2,0.3,0.4,0.9,0.4,0.1,0.1
Nové Město na Moravě,0,0,0,0.2,0.1,0.2,0.2,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0.2,0.6,0.2,0.5,0.5
"Lovčice, Kvasetice",0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0
Lomnice,0,0,0,0,0,0.1,0,0,0,0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.2,0.2,0,0.1
Světlá Hora,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0
"Šindelová, Obora",0.6,0.4,0.8,0.4,0.4,0.3,0.3,0.1,0,0,0,0,0,0,0,0,0.7,1.1,0.6,0.4,0.9,0.2,0.4,0
Horní Maršov,0,0,0,0,0,0,0,0.1,0.5,0.3,0.4,0,0.1,0.2,0.3,0,0,0.1,0,0,0,0,0,0
"Kateřinice, Ojičná",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.1
Nová Bystřice,0,0,0,0.2,0.1,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,1,0.6,0.2
Horní Lomná,0,0,0.1,0.2,1.3,1,0.3,0.2,0,0,0,0.3,0.5,0.6,0.2,0.6,0.3,0.2,0,0,0,0.5,0.9,0.8
Strmilov,0,0,0,0.4,0.2,0.4,0.3,0.3,0.1,0,0,0,0,0,0,0,0,0,0,0.2,0.5,0.9,0.3,0.1
"Černovice, Dobešov",0,0,0.1,0.6,0.1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.3,0
Rýmařov,0,0,0.1,0,0,0,0,0,0.1,0,0.4,0.1,0.2,0,0.4,0,0.1,0,0,0.1,0.2,0,0,0.1
Rokytnice v Orlic.horách,0.3,0.6,1.1,0.1,0.5,0,0.3,0.2,0.2,0.3,0.2,0.4,0,0,0,0.1,0,0,0,0.3,0.9,0.8,0.2,0.2
Třešť,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.3,0.3,0
Hubenov,0,0,0,0,0.2,0.1,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.2,0.1,0
Orličky,0,0.1,0.4,0.1,0.1,0.2,0.3,0.1,0.2,0.4,0.3,0.1,0,0,0,0,0,0,0,0.2,0.7,0.8,0.4,0.2
Kostelní Myslová,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.3,0.3,0.1
Sněžník,0.2,0.3,0,0.1,0.4,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0.3,0.7,1.5,1.3,0.6,0,0
Žlutice,0,0,0,0.2,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0.3,0.1,0,0
Vysoké Studnice,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
Horní Bečva,0,0.1,0,0.1,0.3,1,0.3,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,1,1.4,0.9
"Dolní Dvůr, Rudolfov",0.2,0.5,0.3,0.1,0.2,0.4,0.3,1,1.3,1,1,0.6,0.4,0.3,0,0.1,0.2,0.4,0.4,0.7,0.6,0.5,0.4,0.3
Lubná,0,0,0.2,0.1,0.2,0.1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.4,0.5,0.2,0.6,0.2
Krucemburk,0,0,0.2,0.5,0.3,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.9,0.7,0.9,0.4
Vyšší Brod,0,0.2,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
Vatín,0,0,0,0.2,0.3,0.2,0.3,0.1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.6,0.4,1.2,0.8
"Kamenice nad Lipou, Vodná",0,0,0,0.3,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.3,0.4,0.8,0.2,0
Tisá,0.1,0.1,0.1,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0.3,0.6,0.5,0.9,0.2,0,0
Příbram,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0
"Český Krumlov, Přísečná",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
Bystřice nad Pernštejnem,0,0,0,0,0.1,0.1,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0.3,0.4,0.2,0.2,0.2
Polička,0,0,0.1,0,0.1,0.1,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0.2,0.4,0.1,0.3,0.1
"Radošice, Mladý Smolivec",0,0,0,0.1,0,0.3,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0.7,0.2,0.4,0.3,0.1,0
Roprachtice,0.9,1.3,0.9,0.6,0.9,0.8,0.1,0.7,1.1,0.7,0.9,0.6,0.4,0.1,0,0,0.1,0.3,0.7,0.9,1.2,2.3,1.8,1.2
Česká Kubice,0,0,0,0.1,0.2,0.1,0,0,0,0,0,0.1,0,0,0,0,0.1,0.1,0,0.1,0.2,0.4,0,0
"Branná, Františkov",0,0,0.3,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0.2,0.2,0,0
Hlasivo,0,0,0.2,0.4,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0.2,0.1,0
"Potštát, Boškov",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0,0
Olešnice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.1,0,0.1
Humpolec,0.1,0,0,0,0.3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0,0.3
Králíky,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0.1,0,0.1,0.1,0,0.1,0.3,0.4,0.3,0
Červená Voda,0,0,0.1,0,0,0,0.1,0.1,0,0.2,0.2,0.1,0,0.3,0,0.4,0.1,0,0,0.3,0.7,0.5,0.3,0.2
Chanovice,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.2,0.1,0
"Přibyslav, Hřiště",0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.4,0.6,0.7
"Košetice, Křešín, Kramolín",0,0,0.2,0.1,0.2,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0.2,0.2,0
Studenec,0.6,0.6,0.5,0.1,0.3,0.5,0.3,0.3,1,0.5,0.5,0.2,0.3,0,0,0,0,0,0.3,0.7,0.6,1.5,1.1,0.7
Teplice nad Metují Zdoňov,0,0,0,0,0,0,0,0.2,0.3,0.4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
Konstantinovy Lázně,0,0.3,0.1,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0.3,0.4,0.3,0,0.1,0,0
Štoky,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.1,0.2,0
Bečov nad Teplou,0.2,0.1,0.1,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.3,0.1,0.2,0,0,0.1
Seč,0,0.1,0.2,0.8,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0.3,0.5,0.4
Strašice,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.5,0.4,0.1,0.5,0.1,0
"Jindřichův Hradec, Děbolín",0,0,0.1,0.3,0,0.2,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.7,0.4,0
"Křemže, Mříč",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luby,0.9,0.1,0,0.2,0,0.2,0,0,0,0,0,0.1,0.1,0,0,0,0.2,0.7,0.6,0,0.2,0,0,0
Rožmitál pod Třemšínem,0,0.2,0.8,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.7,0.5,0.6,0.2,0.2,
Český Rudolec,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.3,0.4,0.2
Kocelovice,0,0.2,0.2,0.3,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0.5,0.4,0.6,0,0.3,0
Velké Karlovice,0,0,0,0,0.4,1.2,0.2,0.1,0,0,0,0.2,0,0.1,0.1,0,0,0,0,0,0,1,1.4,1.2
Brtnice,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.4,0.1,0.1,0
Slezská Harta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Radostín,0,0,0,0,0,0.3,0.3,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.5,0.3,0.8,0.6
Bukovinka,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sedlice,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
Železná,0,0,0,0.1,0,0,0,0,0,0.2,0.1,0.1,0,0,0,0,0,0.1,0.1,0.6,0.1,0.3,0,0
"Gajer, Janov",0,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.7,0.2,0.2,0.2
Luká,0,0,0,0,0.1,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0.4,0.1,0.1,0
Verneřice,0,0.2,0,0,0.2,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.4,1.6,1,1.2,0.6,0.2,0
Planá,0.1,0.2,0,0.1,0.1,0.1,0.1,0.2,0,0.1,0,0,0,0,0,0,0,0.4,0.4,0.5,0.2,0.2,0.1,0
Jemnice,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.1,0.2
Jeseník,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Temelín,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.3,0.1
"Město Albrechtice, Žáry",0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0,0
Jablonec nad Nisou,0.4,1.2,1.3,0.4,0.9,0.4,0,0.2,0.2,0.2,0,0.2,0.1,0,0,0,0,0.1,0.5,1.3,1.9,2.4,1.7,0.4
Nalžovské Hory,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0
Olší,0,0,0.2,0.1,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.4,0.3,0,0,0.1
Pacov,0,0,0.3,0.4,0.3,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.6,0.4,0.2,0.1
Březnice,0,0.1,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0.5,0,0.2,0
Vlkonice,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.1,0
Ondřejov,0,0.1,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0.7,0.3,0,0
Chudenice,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0.1,0.1,0.1,0,0
Vítkov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zbýšov, Dobrovítov",0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.1,0,0
Tachov,0.1,0,0.1,0.1,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0.1,0.4,0.5,0.9,0.2,0.7,0,0
Bernartice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lomnice nad Popelkou,0.2,0.7,0.8,0.3,0.6,0.8,0,0.4,0.5,1.4,0.9,0.3,0.3,0.3,0,0,0,0,0.3,1.4,1.6,1.8,1.4,1.1
Sloup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Velká Bíteš,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0,0.1
Husinec,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1
Cheb,0.2,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0.3,0.5,0.1,0,0.2,0,0
Paseky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.2,0
Vrchlabí,0.3,0.6,0.5,0.1,0.2,0.7,0.2,0.4,0.6,0.6,2.4,0.7,0.7,0.5,0.1,0,0,1,0.5,1,0.8,0.9,0.6,0.6
"Zbiroh, Švabín",0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.2,0,0.2,0,0
Byňov,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.9
Sedlec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nové Město pod Smrkem,0.3,1,0.8,0,0.6,0.1,0,0.2,0.1,0,0,0.3,0,0,0,0,0,0,0.5,0.5,0.8,0.8,1.5,0.1
Nepomuk,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.1,0.1,0.2,0,0
Habry,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
"Jihlava, Hruškové Dvory",0,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.1,0.2,0.1
