Stanice,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Luční bouda,2,2.9,3.4,6.1,7.1,8.9,8.3,11.8,16.7,5.1,6.7,7.5,8.2,8.8,8,8.9,7.7,11,7.4,9.3,4.7,4,3.1,2.4
Blatný vrch,3,3.7,3.3,3.7,3.5,4.3,4.4,8.5,7,6.8,6.9,7,6.8,2.9,0.4,0,0,0.5,1,0.3,0.9,0.7,1.1,0.1
"Boubín, vrchol",4.6,4.1,5.1,6.3,6.8,6.6,6.4,5.3,5.8,6.2,6.6,6.4,5.2,1.7,0.2,0.5,0.8,0.9,2,2.3,2.1,1.8,0.6,0.3
Plechý,0,1.6,2.6,3.8,5.1,5.6,5.9,7.2,7.3,7.2,7.6,5.3,3.3,1.8,1,0.8,1.9,0.9,0.9,1.8,1.8,1.7,1.4,0.4
Šerák,6.7,9.1,8,6.6,6,3.5,4.1,5,5.4,5.6,5.6,8.9,6.9,7.1,9.5,10.3,10,9.1,11.4,14,5.5,6.5,8.7,7.6
Lysá hora,1.3,0.1,0,0,0,0,0,0,6.6,15.2,6.9,7.5,1.5,3.3,18.1,10.4,5.1,4.3,4.4,7.3,10.2,5.2,11.9,17
Labská bouda,6,6.1,7.2,9.9,10.2,13,19.7,11.5,11.6,5.3,2.1,4,5.7,8.8,9.3,11.3,7.4,7.9,3.2,3.6,1.2,0.9,2.1,1.4
Klínovec,2.7,3.2,3.6,3.2,1.8,1.2,1,0.6,0.2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
"Bučina, u Kvildy",3.5,3,3.1,3.6,3.3,3.7,2.8,3.2,3.6,3.8,5.4,4.7,5.2,1.5,0.1,0,0,0.8,1.2,2.8,1.9,1.5,1.5,0.2
Churáňov,5.4,5.3,5.7,6,5,4.7,5.3,3.6,4.5,4.6,5.4,5.4,6.5,1.1,0.2,0,0.8,1,1.5,2.2,1.5,1.7,1.4,0.2
