Stanice,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Luční bouda,,,,,,,,,,,,,,,,,,,,,,,,
Blatný vrch,2.1,1.7,1.7,2.5,2.4,2.2,2,2.5,2,2.7,1.1,0.3,0,0.7,0,1.1,2,1.6,1.1,1,1.1,0.9,1.4,0.4
"Boubín, vrchol",0.1,0.1,0,0.1,0.2,0.2,0.3,0.3,0.1,0.2,1,0.2,0,0,0,0.1,0.2,0,0.1,0,0,0.2,0.5,0.3
Plechý,1.5,0.5,0.3,0.4,0.7,0.9,0.6,0.7,0.4,0.7,1.7,0.2,0.7,0,0,0,0.3,0.2,0.3,0.1,0.4,0.3,0.7,0.6
Šerák,0,0,0,0.4,0.1,0.1,0.5,0.2,0.5,0.4,0.2,0.1,0.5,0.1,0.2,0.3,0.3,0.2,0,0,0.1,0.1,0.6,0.2
Lysá hora,0,0,0.3,0.1,0,0,0,0.4,0.1,0.8,1.6,1.7,2.3,0.3,0,0,1,0.8,3.3,3.4,1,1.6,2.6,2.6
Labská bouda,3.4,2.2,2.1,3.2,2.7,2.6,2.7,2.1,2.1,2.2,2.8,1.7,1,0.1,0,0,0,0.1,0.1,0,0,0,0.1,0.6
Klínovec,1.1,1.8,2,2.1,2,2.4,3.1,2.9,0.3,0.1,0,0.4,1.2,1.6,0.8,1.2,1.2,1,0,0.7,1.5,1.6,1.2,2.7
"Bučina, u Kvildy",0.7,0.4,0.1,0.3,0.4,0.5,0.8,0.7,0.7,1,0.1,0,0,0,0,0.3,0.2,0.3,0.2,0.3,1.1,0.3,0.8,0.8
Churáňov,1.2,0.4,0.3,0.5,1.2,0.9,1.3,1.3,0.8,1.7,1.1,0,0,0,0,1.1,0.1,0.1,0.1,0.1,0.3,0.5,0.5,0.4
Dvoračky,3.4,2.6,2.2,2.5,2,2.1,2.3,2,2,2.3,1.9,1.3,0.9,0.2,0,0,0.1,0.2,0.1,0,0.1,0,0.1,0.4
Filipova Huť,0.9,0.5,0.2,0.3,0.2,0.3,0.6,0.4,0.4,0.5,0.1,0,0,0,0,0,0.1,0.3,0,0.1,0.5,0.1,0.3,0.2
"Horská Kvilda, u Hamerského potoka",0.7,0.4,0.3,0.6,0.4,0.5,1,0.8,0.6,1.6,0.8,0,0.4,0,0,0.2,0.2,0.1,0.1,0.1,0.4,0.1,0.1,0.2
"Pomezní boudy, Horní Malá Úpa",0.2,0.1,0,0.4,0.2,0.5,1.6,0.8,0,0,0.1,0.1,0,0,0,0,0,0,0,0.4,0.4,0,0,0.7
"Bělá pod Pradědem, Červenohorské sedlo",0.2,0,0,0.1,0.1,0.1,0.5,0.5,0.7,1,0.2,0.1,0.4,0.5,0.4,0.3,0.5,0.7,0.1,0.7,0.5,0.8,1.8,0.7
"Hejnice, Smědavská hora",1.1,0.1,1.3,1,1,2.4,3,1,0.9,1.1,0.1,0.1,0.3,0.1,0.1,0,0,0,0,0,0,0,0,0.2
"Staré Město pod Sněžníkem, Paprsek",0,0,0,0.3,0,0.1,0.7,0.2,1.2,2,0.3,0.2,0.7,0.2,0.1,0.4,0.2,0.2,0.2,0.1,0.6,1.3,1.2,1
Kubova Huť,0.3,0.1,0,0.1,0.4,0.3,0.5,0.7,0.3,0.7,0.9,0,0,0.2,0,0.2,0.4,0.2,0,0,0.1,0.1,0.3,0
"Josefův Důl, Rozmezí",2.1,1.1,3.2,2.8,2.9,4.8,4,2.3,2,1.3,0.2,0,0.3,0.2,0.1,0,0,0,0,0,0,0,0,0.2
"Hejnice, Knajpa",1.5,0.4,2.1,1.7,1.8,3,3,1.2,0.9,0.9,0.2,0,0.2,0.1,0.1,0,0,0,0,0,0,0,0,0.1
"Bílý Potok, Pavlova cesta",0.4,0,1.1,0.8,0.8,2.3,2.4,0.8,0.7,0.8,0.2,0,0.2,0.1,0.1,0,0,0,0,0,0,0,0,0
Špičák,2.5,2.8,2.6,3.1,1.3,1.7,2.5,1.8,1,0.4,0.1,0,0.5,0,0,1.2,0.6,0.1,0.1,0.2,0.2,0.3,0.7,0.1
"Kořenov, Lasičí",2.6,0.5,1.8,1.7,1.2,2.6,3.5,2.9,2.3,3.1,1,0.3,0.2,0.1,0,0.1,0.1,0.2,0.1,0,0,0,0,0.1
Dyleň,0,0.1,0.2,0.2,0.1,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0.4,0.1,0.3,0,0.1,0.7
"Kořenov, Jizerská cesta",1.9,0.2,1.6,1.6,1.5,3.2,4.1,2.4,1.4,1.8,0.5,0.1,0.2,0.2,0.1,0,0.1,0.1,0,0,0.2,0.2,0,0
"Bílý Potok, U Jeřábu",1.6,0.2,2.4,2.2,2.4,4.1,5.4,3.5,2.3,3.2,0.2,0.2,0.1,0.3,0,0.3,0,0.1,0,0,0.3,0.1,0,0.1
"Hejnice, Kasárenská",2.3,0.4,2.2,2,1.7,3.3,3.5,1.7,1.2,1.5,0.4,0.1,0.2,0.1,0,0.1,0,0,0,0,0,0,0,0.1
Přebuz,1.9,2.9,2.7,2.1,2.5,2.3,0.3,0.1,0,0,0,0.2,0.8,0.9,0.8,1.1,0.8,0.2,1,1.6,1.4,1.4,1.1,1.8
Borová Lada,0.3,0.1,0.1,0.2,0.4,0.5,0.9,1.1,0.5,0.6,0.4,0,0,0.1,0,0.7,0.8,0,0.3,0.5,0.7,0.2,0.5,0.6
Abertamy,0.3,0.9,1.1,1.1,1.2,1.7,1.8,1.4,0,0,0,0.1,0.4,0.3,0.2,1.1,0.5,0.2,0.4,0.9,0.6,0.9,0.8,1.8
Prášily,2,1.9,1.5,1.1,1.5,1.6,2.6,1.4,1.3,0.5,0.3,0.2,0.4,0,0,0.9,0.7,0.6,0.1,0,0.3,0.3,0.5,0
"Bedřichov, Olivetská hora",0.3,0.5,2.6,1.6,1.6,2.7,2.4,1,1,0.7,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0
"Luisino údolí, Deštné v Orlických horách",0.1,0,2.4,1.3,1.3,2.3,2.6,1.7,2.5,2,2,0.6,0,0.7,0.2,0.2,0.3,0.2,0,0,0,0.6,1.1,0.6
