Stanice,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Praděd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.1,0.2,0.1,0,0,0,0
Luční bouda,0,0,0,0,0,0,0,0,0.2,0.1,0.3,0,1,1.2,1.3,0.3,0,0.1,0,0.1,0.1,0.2,0.2,0.3
Blatný vrch,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1,1,0.6,0,0,0,0,0,0,0,0
"Boubín, vrchol",0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0.1,0,0,0,0,0,0,0
Plechý,0,0,0,0,0,0,0,0,0,0,0,1.1,0.9,1.2,0.2,0.1,0.1,0,0,0,0,0,0,0
Šerák,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2.1,1.2,0.6,0.3,0.1,0,0,0.1,0,0,0
Lysá hora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0
Labská bouda,0,0.7,0,0,0.1,0,0,0,0,0,0,0.8,0.8,0,1.3,0.6,0.2,0.1,0.1,0.4,0,0.1,0,0
Klínovec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0.3,0.3,0.2
"Bučina, u Kvildy",0,0,0,0.1,0,0,0.5,0.3,0,0,0,0,0.1,0.4,0,0,0,0.1,0,0,0,0,0,0
Churáňov,0,0,0,0,0,0,0.2,0,0,0,0.3,0.1,0,0.1,0.4,0,0.1,0,0,0.1,0,0.4,0,0
Dvoračky,0.1,0.7,0,0.1,0,0,0.1,0.1,0,0.2,0.1,0.2,0.9,1.6,3.5,1.6,0.4,0.2,0.2,0.4,0,0.2,0.2,0.3
Filipova Huť,0,0,0,0.1,0.1,0.1,0.1,0,0,0,0.1,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0
"Dolní Morava, Slaměnka",0,0,0,0,0,0,0,0,0,0.2,0,0,0.4,0.1,0.1,0,0.2,0.2,0.1,0.1,0.1,0.2,0,0
"Horská Kvilda, u Hamerského potoka",0,0,0,0,0,0,0,0,0,0.3,0.4,0.2,0,0.2,0.2,0.1,0,0,0,0,0.1,0,0,0
"Pomezní boudy, Horní Malá Úpa",0,0.1,0,0,0,0,0,0,0,0.1,0.1,0,0,0.1,0.8,0.2,0,0,0.1,0.1,0,0.2,0.2,0.7
"Bělá pod Pradědem, Červenohorské sedlo",0,0,0,0,0,0,0,0,0,0,0,0.3,0.8,0.4,0.2,0.4,0.1,0.2,0,0,0,0,0,0
"Hejnice, Smědavská hora",,,,,,,,,,,,,,,,,,,,,,,,
"Staré Město pod Sněžníkem, Paprsek",0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.2,0.2,0,0,0.1,0.1,0.1,0.1,0.3,0.1,0,0.1
Kubova Huť,0,0,0,0,0,0,0.3,0,0,0,0.1,0.3,0,0,0.1,0,0,0,0,0,0,0,0,0
"Josefův Důl, Rozmezí",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hejnice, Knajpa",,,,,,,,,,,,,,,,,,,,,,,,
"Bílý Potok, Pavlova cesta",,,,,,,,,,,,,,,,,,,,,,,,
Špičák,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0.2,0.1,0.2,0,0.1,0,0.1,0.1,0,0,0,0,0
"Kořenov, Lasičí",,,,,,,,,,,,,,,,,,,,,,,,
Dyleň,0,0,0,0,0,0.2,0.1,0,0,0,0,0,0,0,0.1,0.5,0,0,0,0,0,0.4,0.2,0
"Kořenov, Jizerská cesta",,,,,,,,,,,,,,,,,,,,,,,,
"Bílý Potok, U Jeřábu",,,,,,,,,,,,,,,,,,,,,,,,
"Hejnice, Kasárenská",,,,,,,,,,,,,,,,,,,,,,,,
Přebuz,0,0,0,0,0.2,1,0.2,0.1,0,0,0,0,0,0,0.5,0.1,0,0,0.1,0,0.2,0,0.1,0
Borová Lada,0,0,0,0,0,0,0.2,0.1,0,0,0.1,0.1,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0
Abertamy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.2,0.2,0,0.1
Prášily,0,0,0,0,0.1,0,0,0,0,0,0.2,0.1,0.1,0.3,0.1,0,0,0,0,0,0,0,0,0
"Bedřichov, Olivetská hora",,,,,,,,,,,,,,,,,,,,,,,,
"Luisino údolí, Deštné v Orlických horách",0,0,0,0,0,0,0,0,0,0,1,0.8,0.6,0.8,0.7,0,0,0.3,0.1,0.2,0,0,0.3,0
Hojsova Stráž,0,0,0,0,0,0.1,0,0,0,0.1,0,0.1,0.1,0.2,0.2,0,0.1,0.1,0,0,0,0,0,0
"Kořenov, Jizerka",0,0,0.1,0.3,0,0.2,0.5,0.2,0.1,0.1,0,1.3,0,0,0,0.2,0,0,0.1,0,0,0,0,0
"Kynžvart, Lazy",0,0,0,0.1,0.1,0.2,0,0.1,0.1,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0.2,0.1,0
"Bílý Potok, Smědava",0.2,0,0,0.3,0.2,0.4,0.5,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0,0.1,0,0.1,0.2,0,0,0,0,0
Milešovka,1.4,0,0.5,0.1,0.1,0.2,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0
Měděnec,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
"Staré Hutě, Hojná Voda",0,0,0,0,0,0,0,0,0,0.5,0.1,0.1,0.2,0,0,0,0.1,0,0,0,0,0,0,0
Pec pod Sněžkou,0.5,0,0,0,0,0,0,0,0,0.4,0.2,0,1.5,1,1.1,0.8,0,0,0.2,0.1,0.1,0.2,0.3,0.2
Strážný,0,0,0,0,0,0,0.1,0.6,0.1,0,0,0.1,0.1,0.2,0,0,0,0,0,0,0,0,0,0
"Bedřichov, Tomšovka",,,,,,,,,,,,,,,,,,,,,,,,
"Jelení, Nová Pec",0,0,0,0,0,0,0,0.6,1.8,0.2,0.2,0.4,0.4,0,0,0.1,0,0,0,0,0,0,0,0
Klíny,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1
Zámyšl,0,0,0,0,0,0,0.2,0,0,0.2,0.1,0.1,0,0,0.2,0,0.2,0.2,0.2,0.1,0,0,0,0
Karlova Studánka,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0.2,0.3,0,0.2,0.3,0,0,0,0
Zbytiny,0,0,0,0,0,0,0.3,0.2,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0
"Bedřichov, Nová louka",0,0,0,0,0.1,0,0.1,0.1,0,0,0,0,0,0,0.2,0.1,0.1,0,0,0,0,0,0,0
"Bedřichov, Uhlířská",,,,,,,,,,,,,,,,,,,,,,,,
Bedřichov,0,0,0,0.1,0,0.1,0,0,0,0,0.1,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0
"Kořenov, Jezdecká",,,,,,,,,,,,,,,,,,,,,,,,
Pohorská Ves,0,0,0,0,0,0,0,0,0,0.2,0.4,0.1,0.1,0.4,0.3,0,0.1,0,0,0.1,0,0,0,0.1
"Desná, Souš",0.1,0,0.2,0,0.1,0.1,0.3,0.1,0,0.1,0,0.3,0.1,0,0,0.1,0,0.1,0,0.1,0,0,0,0
"Dlouhé stráně, Kouty nad Desnou",0,0,0,0,0,0,0,0,0,0,0.1,0.5,0.1,0.1,0.1,0.3,0,0.3,0.2,0.1,0.1,0,0,0
"Ktiš, Tisovka",0,0,0,0,0,0,0.3,0.9,0,0,0,0,0.3,0.1,0,0,0,0,0,0,0,0,0,0
"Bedřichov, Blatný rybník",,,,,,,,,,,,,,,,,,,,,,,,
Železná Ruda,0,0,0,0.1,0.1,0,0,0.1,0.1,0.1,0.4,0.4,0.3,0.2,0.1,0.1,0,0.1,0,0,0,0,0,0
"Bedřichov, Kamenice",,,,,,,,,,,,,,,,,,,,,,,,
Volary,0,0,0,0,0,0,0.3,0.8,0.1,0,0,0,0.3,0,0.1,0,0,0,0,0,0,0,0,0
Červená,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.1
"Nýdek, Filipka",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0
Přimda,0,0,0,0,0.3,0.1,0.1,0.1,0.7,0.1,0,0,0,0,0,0,0.2,0,0,0,0,0,0.3,0
Černá v Pošumaví,0,0,0,0,0,0,0,0,1,1.1,0.3,0.5,0.2,0,0.1,0.1,0,0,0,0,0,0,0,0
"Olešnice, Čihalka",0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0,0,0.1,0.1,0.1,0,0,0,0.3,0
Svratouch,0,0,0,0,0,0,0.1,0.7,0.3,0.1,0,0,0.2,0.2,0.2,0.1,0,0,0.1,0.2,1.5,1.9,0.8,0.3
Čachrov,0,0,0,0,0.1,0.1,0.2,0,0.1,0.2,0.1,0.1,0,0.1,0.2,0,0.2,0.2,0.4,0.1,0,0,0,0
Kašperské Hory,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0.1,0.1,0,0,0,0,0,0
"Bílá, Salajka",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0
Nová Ves v Horách,0.1,0,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nedvězí,0,0.2,0.1,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0.1,0.3,1.1,0.2
Černý Důl,0,0,0,0,0,0.2,0.1,0,0,0.1,0,0,0.1,1.5,2,1.6,0.1,0.1,0.5,0.4,0.6,0.3,0.3,0.3
Bezvěrov,0.2,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1
"Mariánské Lázně, vodárna",0,0,0.1,0.1,0.3,0.3,0,0.2,0.3,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0
Vysoké nad Jizerou,0.3,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0.8,0.1,0.1,0.1,0.1,0,0,0.1,0.1
Aš,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.2,0,0,0,0,0.1,0.4,0,0,0
Harrachov,0.1,0.1,0.2,0.1,0,0.2,0.3,0.1,0,0,0.1,0,0.1,0.2,0.9,0.2,0.1,0.1,0.1,0.1,0,0.1,0.1,0
Protivanov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
Kadov,0,0,0,0,0,0,0.5,0.5,0,0.3,0.3,0.3,0.5,0.1,0,0.1,0,0,0,0.1,0.2,1.4,0.9,0.6
