Stanice,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Praděd,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,1.3,5.5,0.6
Luční bouda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,4.4,29.7,12.9,15.3,13.6
Blatný vrch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,0,0.8,5.8,1.5,1.1,0.4,0
"Boubín, vrchol",0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,17.9,11.7,0.4,0.3,0
Plechý,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1,4.4,0.2,0.5,0.1
Šerák,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.2
Lysá hora,0,0,0,0,0.4,0.7,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1.3
Labská bouda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.2,13.7,13.3,13.6,17.6
Klínovec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.1,1.6,4.4,3,2.9,0.7,0
"Bučina, u Kvildy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,6.1,9,3.2,0.7,0.4,0
Churáňov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.3,0.1,0.4,4.8,5,2.2,0.8,0
Dvoračky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,1.1,15.4,16,10,10.1
Filipova Huť,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0.2,0,0.8,6,6.1,0.9,0.2,0
"Dolní Morava, Slaměnka",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0
"Horská Kvilda, u Hamerského potoka",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0.4,1,3.7,6.3,2.5,0.5,0
"Pomezní boudy, Horní Malá Úpa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,6.8,23.7,15.9,12.2,13.1
"Bělá pod Pradědem, Červenohorské sedlo",0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,5.2,0
"Hejnice, Smědavská hora",0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.4,0.1,0.6,3.4,4.6,8.9,10.6,11
"Staré Město pod Sněžníkem, Paprsek",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.9
Kubova Huť,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,9.3,0.1,0.2,0
"Josefův Důl, Rozmezí",0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.2,0,0.7,2.8,5.9,8.9,11,13
"Hejnice, Knajpa",,,,,,,,,,,,,,,,,,,,,,,,
"Bílý Potok, Pavlova cesta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.2,0.5,3.1,4.8,7.1,10.4,10
Špičák,0,0,0,0,0,0.4,1.1,0,0,0,0,0,0,0,0,0,0.7,6.1,1.3,12.3,4.7,3.6,0.2,0.1
"Kořenov, Lasičí",0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1.9,4.1,8.2,8.9,8.6
Dyleň,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,3.4,4.7,4.7,2.6,0.2,0
"Kořenov, Jizerská cesta",0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2.9,3.8,7.5,8.7,8.5
"Bílý Potok, U Jeřábu",0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.3,2.3,3.6,6.5,8.6,7.6
"Hejnice, Kasárenská",0,0,0,0,0.1,0,0,0,0,,,,,,,,,,,,,,,
Přebuz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.3,2.8,2.5,2.9,1.3,0.1,0
Pohoří na Šumavě,0,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,7.6,2,2.9,0.5
Borová Lada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14.7,4.2,0.1,0.3,0
Abertamy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.5,1.8,3.5,1.9,2.2,0.2,0
Prášily,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,6.3,0,11.9,3.3,0.8,0.1,0
"Bedřichov, Olivetská hora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.6,4.4,5,8.7,11.3,10
"Luisino údolí, Deštné v Orlických horách",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,7.2,7.6
Hojsova Stráž,0,0,0,0,0,0.6,0.3,0,0,0,0,0,0,0,0,0,0,5.8,3.4,12.7,7.6,3.3,0.2,0.2
"Kořenov, Jizerka",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1.8,4.6,10.6,9.9,10.4
"Kynžvart, Lazy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,3.5,6,3.8,2.8,0.8,0
"Bílý Potok, Smědava",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4.9,5.7,11.3,14.9,13.3
Milešovka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,2,2.6,3.4,2.6,2.5,2.2,0.8
Měděnec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1.1,2,3.7,3.5,2.3,0.7,0
"Staré Hutě, Hojná Voda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,4.7,5.1,2.7,0.7
Pec pod Sněžkou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,21.1,7.7,8.9,7.3
Strážný,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4,5,0,0,0
"Bedřichov, Tomšovka",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.1,0.5,4.7,5.2,9.5,10.6,10.2
"Jelení, Nová Pec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,9,0.1,0.3,0
Klíny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.9,3.5,4.5,4.2,3.1,0.5
Zámyšl,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,4.4,3.9,0.6,6.4,3.9,2.1,0.2,0
Karlova Studánka,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,1.5,1.2,1.1
Zbytiny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,13.3,0.4,0,0
"Bedřichov, Nová louka",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.5,4.2,5.5,8.2,11.9,11.3
"Bedřichov, Uhlířská",,,,,,,,,,,,,,,,,,,,,,,,
Bedřichov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.5,3.9,5.5,7.5,10.6,8.8
"Kořenov, Jezdecká",0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1.4,3,8.5,8,9.6
Pohorská Ves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,4.2,2.4,0.3
"Desná, Souš",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2.1,4.9,13.6,9.2,9.4
"Dlouhé stráně, Kouty nad Desnou",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2.4,0.3
"Ktiš, Tisovka",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,15.6,1.4,0,0
"Bedřichov, Blatný rybník",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.4,3.8,4.3,6.2,7.6,7.1
Železná Ruda,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1.4,6.9,0.4,9.9,3.3,1.7,0.1,0.1
"Bedřichov, Kamenice",0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.5,3.1,4,5.6,6.4,6.6
Volary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,11.7,0,0,0
Červená,0,0,0,0,0,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0
"Nýdek, Filipka",0,0,0,0,0,0.5,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Přimda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,3.1,5,7,4.1,1.8,0,0
Černá v Pošumaví,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,15,0.7,0.7,0
"Olešnice, Čihalka",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.4,1.4,1.1,0.2,0,0,0,0.4,7.8,
Svratouch,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0.1,0.3,0.5
Čachrov,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0.1,4.9,5.3,12.6,6.7,3,0.3,0.1
Kašperské Hory,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,1.5,16.2,3.6,0.6,3,6.5,1.4,0,0
"Bílá, Salajka",0,0.1,0,0.1,0.1,0.2,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nová Ves v Horách,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.7,4,4.1,5,2,0.6
Nedvězí,0.2,0,0,0,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.1,0.1
Černý Důl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,13.4,3.8,7.7,8.7
Bezvěrov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,3.2,0.8,2.2,6.6,5.5,2,0.5,0
"Mariánské Lázně, vodárna",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,2.2,2.5,4.8,2.9,2,0.4,0
Vysoké nad Jizerou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0.8,13.2,25,11.3,10.1
Aš,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,1.8,2.4,3,3.3,0.1,0,0
Harrachov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.6,4.2,10.4,8.5,8.3
Protivanov,0,0,0,0.1,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kadov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0
Zdobnice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4.1,4.9,0,0,0,0,0,6.3,6.4
Orlické Záhoří - vodárna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,13.9,7.8,0,0,0,0,0,12.9,10.8
"Hošťálková, Maruška",0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,5.2
Deštné v Orlic. horách,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0.2,4.8,5
"Borovno, Míšov",0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.6,17.1,0.8,12.6,8.1,2.2,7.9,5.5,1.2,0.1
Krásné Údolí,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.6,2.9,1.4,4,3,1.5,0.3,0
Žacléř,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.1,0,2.3,9.7,3.1,12.2,12.9
Strašín,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,2.2,12.7,1.5,5.2,6.7,1.8,0.1,0
Vimperk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,11,7.5,0.4,0.2,0
"Petrovice, Krásný Les",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,2.1,4.1,3.9,3.1,3.9,2
