Stanice,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Luční bouda,3.7,2.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0,0.9,0.2,0,0,0.9,1.5
Blatný vrch,5.9,6.6,2,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Boubín, vrchol",2,2.8,1.8,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plechý,2.1,2.4,3.9,0.6,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Šerák,1.3,2.8,2.5,2.4,1.9,1.6,1.1,0.8,0.4,0,0,0,0,0,0,0,0.1,0,0.2,0.1,0.4,0,0.4,0
Lysá hora,0,0,0,0,0,0.4,0.8,4.4,3.7,1,0.2,0.1,0.5,0.6,0,0,0,0,0,0,0,0.1,0,0
Labská bouda,9.4,4.4,0.8,0.3,0.1,0,0,0,0.2,0,0.2,0.3,0.2,0.2,0.9,0.9,0.1,0.6,2.5,0.7,0,0.4,1.3,0.6
Klínovec,0.9,0.4,0.2,0.7,0.3,0.3,0.1,0,0,0,0,0,0.3,0.9,0.6,0.4,0,0,0,0.1,0.2,0,0.8,0.5
"Bučina, u Kvildy",6.5,6.1,3.8,1.3,1.2,0.6,0.2,0,0,0,0,0,0,0.2,1,3.6,1,0.8,0.4,0.5,0.8,0.5,0.3,0.3
Churáňov,2.8,4.3,3.7,1.8,2.1,0.4,0.3,0.2,0.2,0,0,0,0,0,0.4,1.5,0.4,0.9,0.7,0.8,1.1,0.3,0.4,0.1
Dvoračky,8.2,3.8,1.2,0.5,0,0.4,0.5,0.2,0,0.3,0.2,0.1,0,0.1,1,1.4,0.2,0.6,3.4,1.9,0,0.3,1.5,1
Filipova Huť,3.2,3.9,2.7,1.2,1.2,0.2,0,0,0,0,0,0,0,0,0.8,2.1,0.8,0.5,0.3,1.1,1,0.4,0.4,0.3
"Horská Kvilda, u Hamerského potoka",3.2,5,3.3,1.7,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pomezní boudy, Horní Malá Úpa",5.3,3.4,1.8,1.4,0.5,0.5,0.5,0.2,0.2,0,0,0,0,0,0,0,0.1,0,0.6,0,0,0,0.1,0.3
"Bělá pod Pradědem, Červenohorské sedlo",1.7,4.5,3.9,3.5,2.2,1.6,1.5,0.4,0.2,0,0,0,0,0,0.1,0.1,0,0.1,0.5,0.1,0.6,0.6,0.3,0
"Staré Město pod Sněžníkem, Paprsek",1.6,3.5,2.9,3,1.7,1.2,1.2,0.3,0.5,0,0.6,0,0,0,0,0,0.1,0,0.5,0,0.3,0.1,0.1,0
