Stanice,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Luční bouda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.1,0.4
Blatný vrch,0,0,0.1,0,0.2,0.3,0.1,0,0,0.4,0.3,0,0.7,0.6,0,0.2,0.3,3.7,9.1,6.8,4.2,1.3,1.6,1
"Boubín, vrchol",0,0,0,0,0,0,0,0,0,0,0.3,2.4,0,0.5,0.9,0.1,0,4.7,4.2,1.8,3.1,1.6,1.8,2.2
Plechý,0,0,0,0,0.1,0.2,0.1,0,0,0,0,0,0,0.4,0.2,1.8,1.2,4.1,2.4,2.4,5.5,1.6,2.7,0.6
Šerák,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lysá hora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Labská bouda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0.7,0.8
Klínovec,0,0,0,1.8,0.1,0,0,0.1,0.1,1.2,2.2,0.1,0,0,0,0,0,0.2,0,0,0,0,0,0.6
"Bučina, u Kvildy",0,0,0.2,0,0,0,0,0,0,0.3,0.1,0,0,2.1,0.1,0,0.1,2.8,4.5,3.6,2,1.6,2.2,1.1
Churáňov,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0,1.7,0.3,0.1,0,1.1,2.4,3.3,2.1,2,1.5,0.7
Dvoračky,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.6,0.2,0,0,0,0,0,0,1.1,0.8
Filipova Huť,0,0,0.1,0,0,0.1,0,0,0,0.4,0.2,0,0.2,0,0.2,0,0.1,1.6,4.5,2.6,2.7,1.2,3.3,2.8
"Horská Kvilda, u Hamerského potoka",0,0,0.1,0,0,0,0,0,0,0.6,0.5,0.1,0,0.4,0.2,0,0,2.1,3,2.7,2.2,1.7,1.9,2.4
"Pomezní boudy, Horní Malá Úpa",0,0,0,0,0,0,0,0,0,0,0,0.2,2.6,0,0,0.1,0,0,0,0,0,0,0,0.2
"Bělá pod Pradědem, Červenohorské sedlo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hejnice, Smědavská hora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.3,0,0,0,0,0,0,1.2,1.9
"Staré Město pod Sněžníkem, Paprsek",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9
Kubova Huť,0,0,0,0,0,0,0,0,0,0,0.3,1,0,1.3,0.3,0,0,5.7,4.1,1.6,2.6,1.6,1.8,2.7
