Stanice,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Luční bouda,0,0,0.2,0.1,0,0.3,1,0,0.4,0.4,0,0,0.3,0,0.3,0,0.3,0,0,0.2,0,0.3,0,0.2
Blatný vrch,,,,,,,,,,,,,,,,,,,,,,,,
Plechý,,,,,,,,,,,,,,,,,,,,,,,,
"Boubín, vrchol",,,,,,,,,,,,,,,,,,,,,,,,
Šerák,1.2,0,0.3,0.2,0.5,0,0.1,2.5,0.3,0.5,1,0.1,0.5,0,0,0,0,0.2,0,0,0,0,0,0
Lysá hora,0,0,0,0,0,0,0.7,0.2,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
Labská bouda,0.3,0.3,0.7,1,1.1,2.1,3.5,1,1.8,1.4,1.4,1.3,0.9,1.3,0.8,0.8,1.8,0.8,0.7,1,0.9,0.6,1.1,1
Klínovec,0,0,0.2,0,0,1.9,1.5,0.1,1,0.9,2.5,0.2,0.3,0.5,0,0.5,1.1,2.9,2.8,3.2,1.2,0.5,2.6,3
"Bučina, u Kvildy",0,0,0,0,0.3,0.6,0.4,0.2,0,1,0.8,0,0,0.6,1.6,3.2,4.1,1.9,1.2,1.1,0.9,2.2,4.2,3.8
Churáňov,0,0,0,0,0.5,0,0.3,0.1,0.1,0.3,0.5,0.1,0,0.2,0.5,2.2,4,2.5,2.8,0.9,1.3,1.9,4.9,3.4
Dvoračky,0,0,0.5,0.7,1.1,2.7,4.1,0.6,1.1,1.8,0.5,0.1,0.1,0.5,0.2,0.1,1.2,0.1,0.3,0.9,1.1,0.3,1.2,1
Filipova Huť,0,0,0.1,0.1,0.2,0.3,0.2,0.2,0,0.4,0.4,0.1,0,0.3,0.5,2.1,4.6,1.4,0.7,0.5,1.2,1.3,3.9,3
"Horská Kvilda, u Hamerského potoka",,,,,,,,,,,,,,,,,,,,,,,,
"Pomezní boudy, Horní Malá Úpa",0,0,0,0,0,0.1,0.9,0,0.6,0.3,0,0.4,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3
"Bělá pod Pradědem, Červenohorské sedlo",1.4,0,0,0.3,1.4,0,0.3,2.3,0.4,1,1.1,0.2,0.3,0,0,0,0,0,0,0,0,0.3,0,0.2
"Staré Město pod Sněžníkem, Paprsek",1,0.2,0,0.3,0.4,0,0.4,2.1,0.4,0.5,0.9,0.2,0.1,0,0,0,0,0,0,0,0,0.3,0,0
Kubova Huť,0,0,0,0,0.3,0,0.2,0,0,0.2,0.4,0.1,0,0.2,0.5,1.1,2.4,1.7,0.9,0.6,1.6,0.7,3.4,1.4
Špičák,0,0,0,0,0.3,0.2,0.3,0.2,0.1,0.7,0.5,0.1,0,0.5,0.6,2.9,4.1,1.8,2.5,1,2.6,4.1,6.7,2.4
Dyleň,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0.1,,,,
Přebuz,0,0,0,0,0.4,0.5,1.1,0,0.7,0,0.2,0,0.3,0,0,0.1,0,0.8,1.9,1.6,0.2,1.1,0.1,0.5
Borová Lada,0,0,0,0,0.1,0,0.1,0,0,0.2,0.2,0,0,0.4,0.4,1.4,3.8,1.4,1.3,2.7,0.7,1.5,5.3,2.8
Abertamy,0,0,0,0,0.3,0.7,0.5,0,0.5,0.4,1.4,0,0.1,0.1,0.3,0.3,0.3,0.7,1.7,0.9,0.4,1.3,0.3,0.4
Prášily,0,0,0,0,0.4,0,0.5,0,0,1.1,0.6,0,0,0.5,0.7,3,4.1,1.6,2.3,1,1.2,2.6,8.5,4
"Luisino údolí, Deštné v Orlických horách",0,0.3,0,1,1,0.5,1.1,0,0.7,1.1,0.4,0.6,0.1,0,0.6,0.1,0.2,0,0,0.7,0.4,0.4,0,0.3
Hojsova Stráž,0,0,0,0,0.2,0,0,0,0,0.4,0.3,0,0,0.3,0.4,2.7,3.8,1.2,1.2,0.8,0.4,2.4,5.1,2.9
"Kořenov, Jizerka",0,0,0.4,0.1,0,1,1.2,0.3,0.5,0.3,0,0,0,0.6,0,0,0,0,0,0.3,0.6,0.1,0.6,0.5
"Kynžvart, Lazy",0,0.2,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.2,0.5,0.9,1.4,0.5,0.1,
"Bílý Potok, Smědava",0,0,0.3,0,0.2,2.4,1.1,0.3,0.3,0.4,0.1,0,0,0.5,0,0.2,0.1,0,0,0.2,0.8,0,0.8,0.7
Milešovka,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0.3,0.2,0.1,0.2,0.9,0.1,0.1,3.9,5.2,1.4,1.7,1.3,1
Měděnec,0.1,0,0,0,0,0.1,0.7,0,0.4,0.5,1.1,0,0,0.6,0,0.3,0.3,0.7,1.2,0.7,3.2,0.2,1.5,1.9
"Staré Hutě, Hojná Voda",0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0.4,1.6,0.6,0.1,1,0,0,3.8,1
Pec pod Sněžkou,0,0,0.4,1,0.3,0.9,3.1,0.3,1.2,1.5,0.2,0.2,0,0.2,0,0,0.7,0.1,0,0.2,0.5,0.1,0.3,0.3
Strážný,0,0,0,0,0,0.3,0,0,0,0.4,0.3,0,0,0.3,0.7,1.9,3.8,1.6,0.5,1,1.5,1.9,2.7,5.8
"Jelení, Nová Pec",0.2,0,0,0,0,0.3,0.1,0.1,0,0.2,0.3,0,0,0.3,0.6,1.9,3.1,2.9,0.2,3.1,3.2,2.2,3,5.4
Klíny,0,0,0,0.2,0.2,1.3,0.2,0.1,0.9,0.9,0.1,3.9,0,0.3,0.9,4.5,0.3,0.2,1.6,4.5,2,3.3,2.7,1.7
Zámyšl,0,0,0,0,0,0,0,0,0,0.1,0.7,0,0,0,0.6,2.8,4.1,1,0.6,0.8,0.6,1.2,3.8,2.7
Karlova Studánka,0.7,0.1,0,0.1,1.3,0.1,0.1,2.6,0.6,0.8,1.1,0.4,0.3,0.1,0,0,0,0.3,0,0,0,0,0,0
Zbytiny,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,1.1,1.9,1.3,1.4,1,0.1,0.5,3.8,2.8
"Bedřichov, Nová louka",0,0,0,0,0.2,1.6,0.2,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0.8,0,0.6,0.8
Bedřichov,0,0,0,0,0.2,1.2,0.2,0,0.1,0,0.1,0,0,1.6,0,0,0,0,0,0.3,0.6,0,0.5,0.7
Pohorská Ves,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0.2,0.8,2.4,3,0.5,0.3,0.2,0.4,3.5,3.8
"Desná, Souš",0,0,0.1,0.3,0,1.9,1,0.1,0.2,0.7,0,0,0,0.8,0,0,0,0,0,0.3,0.4,0,0.3,0.3
"Dlouhé Stráně, Kouty nad Desnou",0.4,0,0,0.6,1.4,0.1,0.1,1.5,0.3,0.6,0.8,0.1,0.4,0,0,0,0,0,0,0,0,0.2,0,0
"Ktiš, Tisovka",0,0,0,0,0,0,0,0,0,0,0.2,0.1,0,0,0.4,1.4,2.1,1.6,0.5,1,0.1,0.3,3.6,2.5
Železná Ruda,0,0,0,0,0.5,0.2,0.1,0,0.3,0.9,0.3,0,0,0.5,1.1,4.1,3.6,1.8,3.3,0.4,0.5,1.7,5.6,5.2
Volary,0.1,0,0,0,0,0.1,0,0,0,0,0.3,0.1,0,0,0.3,0.7,3.2,1.7,0.4,0.6,0.3,0.8,3.3,3.8
Červená,0,0.2,0,0,0,0.7,0.8,0.1,0.3,0.2,0,0,0.3,0,0,0,0.1,0.1,0,0,0.1,0,0.1,0.1
"Nýdek, Filipka",0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Přimda,0,0,0,0.1,0.3,0.1,0.2,0.2,0.2,0.2,0,0,0.3,1.7,1,1.1,1.1,0.9,1.6,0.3,1.1,2.4,0.6,1
Černá v Pošumaví,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.4,1,3.2,2.6,0.3,0.7,1.9,0.9,1.6,5.3
"Olešnice, Čihálka",0.1,0,0,0.2,0,0,0.4,0.3,1.4,1.6,0.5,0.1,0,0,0.1,0,0.3,0,0,0,0,0,0,0.1
Svratouch,0,0,0,0.1,0,0,0,0.1,0.3,0,0,0.6,0,0.1,0,0,1.2,0.3,1,1.3,1,1.1,1.1,0.6
Čachrov,0,0,0,0,0,0,0,0,0,0.1,0.6,0,0,0.3,0.2,2.1,3.6,0.6,1.6,1.6,0.7,1.1,3.3,1.4
Kašperské Hory,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0.4,2.6,1.7,0.4,0.1,0.3,0.3,1.6,1.2
"Bílá, Salajka",0.3,0.2,1.3,0,0,0,0.4,0.1,0.1,0,0.5,0.2,0,1.7,0,0,0,0,0,0,0,0,0,0
Nová Ves v Horách,0.6,0,0,0,0.2,1.1,0.2,0,0,0.2,0.4,1.6,0,0.3,0.2,1,0.2,0.1,1.7,3.6,1.9,3.4,4.3,2.4
Nedvězí,0,0,0,0.2,0.1,0,0,0,0.2,0,0,0.1,0.1,0,0,0,0.1,0.1,0.2,0.2,0.3,0.3,0.2,0.2
Černý Důl,0.1,0.1,0,0.9,0.2,0.9,3.5,0.4,0.7,1.6,0.4,0.3,0,0.2,0.3,0,0.7,0.1,0,0.4,0.5,0.1,0.3,0.5
Bezvěrov,0,0,0,0,0,0,0,0.6,0.2,0.7,0.2,0,0,0.3,0,0.1,0.4,0.9,1,0.8,2,0.1,0,0.1
"Mariánské Lázně, vodárna",0,0,0,0,0.4,0,0,0,0.1,0.9,0.1,0,0.2,0.4,0,0,0,1,1,0.4,3.5,0.7,0,0.3
Vysoké nad Jizerou,0,0,0.2,0.7,0.4,1.6,0.7,0.6,0.4,0.5,0.3,0,0,1.3,1.1,0.1,0.2,0,0,0.7,0.9,0.3,0.4,0.8
Aš,0,0,0,0,0,0,0,0.1,0.1,0.7,0,0,0.1,0,0,0,0.5,0.1,0.4,1.4,1.1,0.2,0,0.4
Harrachov,0,0,0.5,0.2,0.4,1.4,1.9,0.3,0.5,0.6,0.2,0.1,0,0.5,0.1,0.1,0.3,0,0,0.3,0.9,0.2,0.6,0.6
Protivanov,0,0,0,0,0,0,0,0,0.4,0,0,0.2,0.1,0.5,0,0,0.1,0.2,0,0.3,0.6,0.9,1.1,0.9
Kadov,0,0.3,0.1,0,0,0,0,0.6,1,0.3,0,1.5,0,0.4,0.1,0,1.8,0.8,1.3,4.2,2.1,2.1,1.5,1.5
Zdobnice,0.1,0.4,0,1.3,4.8,1.2,0.2,0,0.2,0.8,0.1,1.1,0,0,0.6,0.2,0.1,0,0.1,0.5,0.5,0.7,0.1,0.4
Orlické Záhoří - vodárna,0.4,0.4,0,1,0.4,0.5,1.7,0.4,1.2,1.3,0.9,0.5,0.1,0,0.5,0.1,0.2,0,0,0.4,0,0.4,0,0.2
"Hošťálková, Maruška",0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.6,0,0,0,0.1,0.4,0,0.2,0.2,0,0
Deštné v Orlic. horách,0,0.2,0,0.6,0.7,0.2,0.9,0.1,0.5,1,0.3,0.2,0.1,0.1,0.4,0,0.1,0.1,0.1,0.3,0.2,0.2,0,0.2
"Borovno, Míšov",0.1,0,0,0,0,0.2,0,0,0,0.1,0.8,0,0,0.1,0,0,0,0.5,0.5,1,3.7,0.2,0.1,0
Krásné Údolí,0,0,0,0,0,0,0.1,1,0.3,0.5,0,0,0.1,0.3,0.1,0,0.2,0.6,0.9,1.4,2.6,0.2,0,0.2
Žacléř,0.1,0,0.1,0.5,0,0.1,1.6,0.3,0.6,0.9,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0
Strašín,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.3,0.6,2.2,3.1,1.2,1.8,0.4,0.3,0.6,3.4,2
"Petrovice, Krásný Les",0,0,0,0.2,0.3,0.1,0.1,0,0,0.3,0.1,0,0.1,0,3,1.2,0.8,2.4,2.2,2.4,2.9,1.7,1.3,0.3
Vimperk,0,0,0,0,0.1,0,0,0,0,0,0.2,0.1,0,0,0.5,2.1,2.9,1.9,0.8,0.2,0.6,0.6,4.7,3.2
Josefův Důl,0,0,0.1,0.1,0.3,2,0.4,0.2,0.1,0.2,0.2,0,0,1.7,0.7,0.2,0.1,0,0,0.3,0.7,0,0.7,0.8
Nový Rychnov,0,0,0,0,0,0,0,0.3,0.1,0,0.5,0,0.9,0.1,0,0.5,0,0,0.1,1.4,1.3,1.6,0.9,0.8
Pivoň,0,0,0,0,0.1,0,0,0,0.1,0.2,0.2,0,0,1,2.5,2.5,1.6,0.5,2.6,0.5,1.3,1.6,2.5,2.6
Počátky,0,0,0,0,0,0,0,0.2,0.2,0,0.1,0.6,0.1,0,0.1,0.3,0,0,0.2,1.5,1.7,1.5,1.4,0.5
"Nadějkov, Větrov",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.9,0.2,0,0.2
