Stanice,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Luční bouda,1.9,2.4,2.5,7.9,14.2,0.9,2,8.8,4.3,0.2,0.1,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0
Blatný vrch,0,0,0,0,0,2.5,5.7,4.7,2.4,0.8,0.1,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0
"Boubín, vrchol",0,0,0,0,0.1,0.6,1.1,2.6,2.1,1.7,0.4,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0
Plechý,5.9,11,0.3,0,0,0,0,0,4.8,11.3,3.7,1.3,0.1,0,0,0,0,0,0,0,0,0,0.1,0
Šerák,0.3,0.2,0,0,0,0,0,0.2,1.2,1.1,0.9,0.1,0.2,0.2,0,0.1,0,0.1,0,0.3,0.1,0,0,0
Lysá hora,3.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0.3,0.2,0.3,0.2,0.1
Labská bouda,0.1,0.9,2.5,7.8,2.9,0.5,5.1,4.4,1.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klínovec,4.3,0.2,1.6,1,0.2,0.6,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bučina, u Kvildy",0,0,0,0,0,2.4,23.3,10.8,3.8,1.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
Churáňov,0,0,0,0,0.3,30.5,15.5,2.4,3,2.3,1.9,0.6,0.5,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0
Dvoračky,0.2,0.7,0.6,1.9,2.1,0.1,1.8,1.9,0.7,0.2,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
Filipova Huť,0,0,0,0,0.6,13.9,12.2,3.9,4.1,2.5,0.9,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0
"Horská Kvilda, u Hamerského potoka",0.1,0,0,0,0.1,16.4,13.3,1.7,3.1,2.8,1.3,0.4,0.1,0.1,0,0,0,0,0.1,0,0.1,0.1,0,0
"Pomezní boudy, Horní Malá Úpa",2.9,1.7,2.4,2,9.3,1.5,0.6,4.4,3.6,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
"Bělá pod Pradědem, Červenohorské sedlo",0.2,0.2,0,0,0,0,0,0,0.3,0.4,0.5,0,0,0,0,0,0,0,0.4,0.4,0.1,0,0,0
"Hejnice, Smědavská hora",2.4,0.5,0.1,10.5,7.2,2.2,1.5,1.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Staré Město pod Sněžníkem, Paprsek",0.1,0.3,0,0,0,0,0.1,0.1,0.5,0.5,0.7,0.2,0.1,0.1,0,0,0,0.1,0.1,0.1,0,0,0,0
Kubova Huť,0,0,0,0,0,0,0.3,2.6,3.5,2,0,0,0.1,0,0,0,0,0,0,0.1,0,0.3,0,0
"Hejnice, Knajpa",1.9,0.9,0.1,5.4,4.5,1.9,1.1,0.6,0.3,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
"Bílý Potok, Pavlova cesta",5,0.6,0.1,15.3,6,2.1,1.5,1.1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Špičák,0.1,1.5,2.7,29,9.2,9.3,3.3,4.4,2.5,2.7,1.2,0,0,0.1,0,0,0,0,0,0,0,0,0,0
"Kořenov, Lasičí",2.8,2.9,2.6,1.4,0.9,1.5,6,1.6,1.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dyleň,0.2,0.4,1.3,0.3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kořenov, Jizerská cesta",2,2.1,0.6,2.2,3.5,3.3,3.7,2.2,0.9,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
"Bílý Potok, U Jeřábu",2,1.6,0.6,6,3,3.8,3,1.8,0.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hejnice, Kasárenská",,,,,,,,,,,,,,,,,,,,,,,,
Přebuz,1.1,0.6,0.3,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Borová Lada,0,0,0,0,0,0,8.4,11.1,0.4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abertamy,1,1.2,0.4,0.2,0.2,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prášily,0,0,0,0,11.5,4.4,4.6,2.7,3,2.5,0.4,0.2,0.2,0,0,0,0,0,0.2,0,0,0,0,0.3
"Bedřichov, Olivetská hora",6.9,0.8,0.1,13.1,8.5,2,0.8,0.7,0.1,0,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0
"Luisino údolí, Deštné v Orlických horách",4.1,25.8,3.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hojsova Stráž,0.1,0,17.5,11.8,5.6,9.1,5.3,5.4,1.7,1.5,1.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0
"Kořenov, Jizerka",2.3,1.8,2.5,0.5,0.9,1.6,5.6,1.3,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kynžvart, Lazy",0,3.6,0.2,0.3,0.1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bílý Potok, Smědava",2.2,1.2,0.2,6.7,4.1,1.8,2.1,1.3,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milešovka,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
