Stanice,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Luční bouda,0.2,0,0.3,0,0,0,0.2,0,0.3,0.3,0.4,0.3,0.4,0.2,0,0.4,0.5,0.3,0.3,0.4,0.2,0.2,0.3,0.2
Blatný vrch,,,,,,,,,,,,,,,,,,,,,,,,
Plechý,,,,,,,,,,,,,,,,,,,,,,,,
"Boubín, vrchol",,,,,,,,,,,,,,,,,,,,,,,,
Šerák,1.1,0.9,0.8,1.1,0.6,0.7,0.5,1.3,0.6,0.3,0.6,0.8,0.1,0,0.4,1.1,0.6,0.3,0.4,0.5,0.3,0.2,0.1,0.2
Lysá hora,0.5,0.2,0.1,0.2,0.4,0.1,0.4,0.8,0.4,0.3,0.3,0.2,0.6,1,0.9,1.2,0.7,0.9,2.1,2.4,2.7,1.5,0.4,0.1
Labská bouda,0.3,0.3,0.3,0.2,0.1,0.2,0.2,0.4,0.4,0.3,0.4,0.2,0.4,0.1,0.1,0.2,0.4,0.2,0.1,0.2,0.2,0.2,0.2,0.1
Klínovec,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.3,0.1,0,0,0,0,0,0.4
"Bučina, u Kvildy",4.6,3.1,3.1,2.6,3.3,3.1,2.4,2.1,0.4,1.3,0.4,0.1,0.3,0.3,0.7,0.4,0.4,0.1,0,0,0.2,0,0,0
Churáňov,1.2,1.5,1.4,1.3,1,1.7,1.5,1.3,0.4,0.8,0.4,0.2,0.3,1.8,0.8,0.4,0.5,0.2,0.1,0.2,0.2,0.1,0,0
Dvoračky,0.2,0.2,0.3,0.1,0.1,0,0,0.4,0.3,0.2,0.4,0.2,0.3,0,0,0.1,0.5,0.4,0.5,0.6,0.4,0.4,0.3,0.3
Filipova Huť,2,2.5,2.2,2.4,2,2.3,1.9,1.8,0.7,1.3,0.7,0.1,0.5,0.3,1,0.7,0.7,0.2,0,0.5,0.1,0.1,0,0
"Horská Kvilda, u Hamerského potoka",,,,,,,,,,,,,,,,,,,,,,,,
"Pomezní boudy, Horní Malá Úpa",0.6,0.5,0.8,0.5,0.4,0.7,0.4,0.7,0.7,0.7,0.3,0.3,0.4,0.2,0,0.7,0.9,0.9,0.4,0.3,0.5,0.2,0.3,0.4
"Bělá pod Pradědem, Červenohorské sedlo",0.3,0.1,0.3,0.5,0.2,0.3,0.1,0.4,0.3,0.1,0.2,0.3,0.1,0,0.3,0.8,0.6,0.6,0.7,0.3,0.4,0.1,0.1,0.2
"Staré Město pod Sněžníkem, Paprsek",0.3,0.1,0.4,0.8,0.2,0.2,0.2,0.8,0.3,0.1,0.6,0.7,0.1,0,0.3,1.1,1.4,0.6,1,0.9,0.6,0.3,0.4,0.3
Kubova Huť,2.9,3,1.7,1.3,1.1,1.2,1.5,1,0.3,0.7,0.2,0.1,0.1,0.2,0.5,0.3,0.4,0.2,0,0.1,0,0,0,0
Špičák,0.7,0.9,1.1,1.5,0.6,0.8,0.6,0.7,0.7,0.3,0.4,0.2,0.1,0.1,0.4,0.3,0.1,0.1,0.3,0.3,0.3,0.2,0.2,0
Dyleň,0.1,0.1,0,0,0.1,0,0.1,0,0.1,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0
Přebuz,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.1,0,0,0,0,0.1,0.1,0.2
