Stanice,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Luční bouda,0.5,0.8,0.5,0.4,0.5,0.5,0.2,0.2,0.5,0.2,0.1,0.3,0.4,0.6,0.3,0.4,0.6,1,1.6,0.6,0,0,0,0
Blatný vrch,,,,,,,,,,,,,,,,,,,,,,,,
Plechý,,,,,,,,,,,,,,,,,,,,,,,,
"Boubín, vrchol",,,,,,,,,,,,,,,,,,,,,,,,
Šerák,0.6,0.4,0.4,0.3,0.8,0.8,0.6,0.3,0.1,0.3,0.4,1,1.8,2.9,2.6,3,1.8,1.4,0.9,1.5,2.3,0.8,0,0
Lysá hora,0,0,0,0,0,0,0.3,0,0,0.2,0.1,0,0,0.3,0.4,0.2,0.4,0.1,0.1,0.1,0,0.1,1.4,0.2
Labská bouda,2.2,2.2,2.3,2.5,2.8,2.5,1.9,1.8,2.2,2.2,2.5,4.1,4.5,5.3,4.3,4.2,4.2,6.9,5,4.1,0.7,0.2,0.7,0.4
Klínovec,0.3,0.6,0.3,0.4,0.4,0.4,0.9,0,0.2,0.3,0.2,0.7,0.6,0.6,0.6,0.9,0.4,0.2,0.4,4.2,5.3,0.5,0.3,0
"Bučina, u Kvildy",0.9,0.9,1,1,0.9,0.6,1.3,2.2,2.3,2.6,2.8,3,4.8,2.7,2.7,2,1.6,1.5,3.1,3.1,3.4,2.5,1.9,0.8
Churáňov,0.6,0.6,0.6,0.4,0.3,0.2,0.2,0.5,1,0.9,1,1.1,1.4,1.9,1.5,1.5,2.3,1.6,1.3,1.4,1,1.9,2.1,0.5
Dvoračky,2.3,2.8,3.5,3.7,3.8,3.6,2.4,2,3.1,3.1,5.3,7,7.5,7.8,8,6.7,6.8,4.8,5.2,4.2,0.7,0.7,0.7,0.1
Filipova Huť,0.8,0.8,0.8,0.8,0.6,0.6,0.6,1.3,1.2,1.4,0.8,1.1,1.7,1.4,1.4,1.7,1.6,2,2.5,2,0.7,1.6,1.2,0.4
"Horská Kvilda, u Hamerského potoka",,,,,,,,,,,,,,,,,,,,,,,,
"Pomezní boudy, Horní Malá Úpa",0.5,0.4,0.4,0.4,0.9,0.3,1.5,0,0.1,0.1,0.3,0.4,0.6,0.7,0.8,2.4,0.4,1.2,2.4,2.4,0.9,0.8,0,0
"Bělá pod Pradědem, Červenohorské sedlo",0.8,0.7,0.5,0.5,1.4,1.5,0.9,1,0.5,0.9,1.3,2.3,3.6,3.7,3,3.6,3.4,4.7,2,2.8,3.8,1.3,0,0
"Staré Město pod Sněžníkem, Paprsek",0.2,0.1,0.3,0.2,0.7,0.7,0.1,0.1,0.2,0.2,0.4,0.6,1.5,1.9,1.1,0.6,0.4,0.4,0.6,1.6,3.3,0.4,0,0.5
Kubova Huť,0.3,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.6,0.6,0.5,0.8,1.6,1,1.1,1.2,1.1,0.9,0.5,0.7,1.9,1.5,0.4
Špičák,0.3,0.3,0.4,0.4,0.4,0.4,0.7,1.1,0.7,1.3,1.1,1.8,2.7,3.1,4,3.2,2.7,2.4,1.9,2.5,2.7,1.5,0.5,0.3
Dyleň,0,0,0,0,0,0,0.1,0.1,0.2,0.2,0.2,0.5,0.7,0.4,0.2,0.3,0.3,0.2,1.2,1,0.9,0.6,0,0
Přebuz,2.2,2.4,1.2,0.5,1.4,1.3,0.8,1.3,1.1,0.5,0.3,1.4,1.1,1.4,1.5,1.1,0.5,0,2.7,2,1.1,0,0,0.1
Borová Lada,0.4,0.4,0.3,0.4,0.2,0.2,0.4,0.4,0.6,1.7,0.8,1,2.2,1.2,2.6,2.1,2.1,2.4,1.5,0.9,1,2.3,2.2,0.5
Abertamy,0.8,1.5,1.2,1.2,1.2,1.4,1.1,1.3,0.9,1.3,1.6,3.1,2.8,3.8,2.8,2.7,1.2,0.3,1.8,2.7,1.8,0.6,0,0
Prášily,1.5,1.7,1.9,1.8,1.6,1.3,1.7,2.6,2.8,3.1,2.8,5.4,4.8,2.8,5.3,4.2,4,2.4,3.8,2.7,2.1,2.6,2,0.8
