Stanice,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Zámyšl,0.6,0.1,0,0.4,0,0.3,0,0.1,0,0,0,0.3,0.9,0.6,1,0.3,0.1,0,0.1,0,0.4,0.6,0.3,1.3
Karlova Studánka,1.7,2,2.1,2,1.1,2.8,1.7,0.6,0.7,1.5,0.6,0.6,0.3,0.2,0.5,1.3,2.4,0,0,0,0.2,0.5,0.2,0.5
Zbytiny,1.1,0.2,0.1,1.4,0.5,0,0,1.5,0.2,0,0,0,0,0.3,0.7,0,0.2,0.1,0.2,0.1,1.2,0.1,0.6,0.1
"Bedřichov, Nová louka",1.2,4.3,1.3,0,0,0,0,0,0,0,0,0,0,0.4,0,0.5,0,0.2,0,0,0,0,0,0.1
Bedřichov,0.8,2.6,1.1,0,0,0,0,0,0,0,0,0,0,0.2,0,0.4,0,0.1,0,0,0,0,0,0.1
Pohorská Ves,0,0.2,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0.1,0.1
"Desná, Souš",6.9,3.4,3.3,0.1,0.1,0,0,0,0,0,0,0,0.8,1.3,0.9,1.7,0.4,0.7,0,0.4,1.7,0,0,0.5
"Dlouhé Stráně, Kouty nad Desnou",2.9,5.3,4.2,3.5,1.9,2.8,2,0.9,0.6,1.9,0.7,0.1,0.1,0.2,0.9,1.3,2.1,0,0,0,0.2,0.4,0.6,0.7
"Ktiš, Tisovka",0.4,0.2,0.2,0.7,0.5,0,0,1,0.3,0,0,0.3,0,0.1,0.3,0,0.2,0,0.1,0,0.2,0,0.6,0
Železná Ruda,0.4,0,0.1,1.6,0.4,0.1,0,0,0,0.1,0,0.2,0.2,0.9,0.8,0.1,0.1,0.1,0.3,0,0.3,1.7,0.7,2.3
Volary,0.5,0.1,0.1,0.8,0.3,0,0.1,1.1,0.1,0,0,0.2,0.1,0.2,0.7,0.1,0.2,0,0.1,0.1,0.3,0.1,1.6,0.1
Červená,0.9,1.4,1.9,1.7,0.2,0.1,0.4,0.1,0.6,0,0.2,0,0,0,0,0.5,0,0,0,0,0,0.2,1,0.1
"Nýdek, Filipka",0,0.1,0.2,0.1,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0.1
Přimda,0.9,0.5,1.5,0.1,0,1.9,0.3,0.7,0.2,0,0.3,0.5,1.2,1.9,0.2,0.4,0,0,0,0,0.5,1,0.8,0.8
Černá v Pošumaví,1.3,0.3,0.1,0.2,0.7,0,0.3,0.1,0.1,0,0,0,0.1,0.4,0.5,0,0,0,0.1,0,0,0,1.4,0.1
"Olešnice, Čihálka",3.3,3.4,2.1,2.8,0.5,0.4,0,0.1,0,0,0,0.2,0,1,2.4,0.4,1,0,0.1,0,0.5,0.7,0,0
Svratouch,2.7,2.7,1.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.2,0,0,0,0.1,0.1,0,0
Čachrov,0,0,0.1,0.3,0,0,0,0.1,0,0,0,0,0.3,0.7,0.6,0,0,0,0.1,0,0.1,0.3,0.2,0.8
Kašperské Hory,0.4,0,0,0.6,0,0.1,0.1,0,0,0,0,0,0.3,0.2,0.9,0,0,0,0.3,0,0.2,0.3,0.9,0.4
"Bílá, Salajka",0.8,2,4.5,1.8,1.5,0,0.2,0.1,0,0,0,0,0,0,0,0,0.4,0,0.1,0.2,0,0,0,0.4
Nová Ves v Horách,1.7,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.1,0,0,0,0,0,0,0,0,0.3
Nedvězí,1.8,1.2,1.2,0.1,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0.3,0.1,0,0,0,0.1,0,0.1
Černý Důl,4.1,3.9,2.3,2.1,0.4,1.8,0,0,0.7,0,0.3,0,0.6,0.9,3.3,0.9,0.8,0,0.3,0.3,0.6,0.1,0,0.4
Bezvěrov,0.4,0.3,0,0.2,0,0.1,0,0,0.4,0,0.1,0.4,0.3,0.4,0.1,0,0.1,0.8,2.1,0,0.1,0.3,0.2,0.8
"Mariánské Lázně, vodárna",0.6,0.3,0.3,0.1,0,0.1,0.1,0,0.1,0,0.1,0.4,0.4,0.5,0,0.1,0.3,1.8,2.2,0.1,0.1,0.3,0.2,1.7
Vysoké nad Jizerou,3,4,2.8,0.1,0,0.4,0,0,0,0,0,0,0.2,1.5,1.2,0.5,0,0.2,0,0,0.3,0,0,0.3
Aš,0.8,0.5,0.7,0.3,0.1,0.1,0.2,0,0,0,0.1,0.5,0.4,0,0,0.1,0.1,1.6,0.5,1.1,0.9,0.2,0.9,0.8
Harrachov,4.3,3.3,3.7,0.6,0.4,0,0,0.1,0,0,0,0,1.4,1.1,1.1,1.8,0.5,0.7,0.6,0.2,1.6,0,0.1,0.5
Protivanov,0.7,0.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0
Kadov,1.5,1.5,1.7,1.2,1.1,0,0.1,0.1,0,0,0,0,0,0,0,0,0.4,0.1,0,0,0,0.1,0,0.1
Zdobnice,5.1,3.8,5,2.4,0.5,0.3,0.1,0,0,0.2,0,0.2,0.3,1.2,2,0.4,0.1,0,0,0.1,1.8,0.6,0,0
Orlické Záhoří - vodárna,6,5.7,5.1,3.7,1.4,0.8,0.4,0.4,0,0.7,0,1,0.9,2.6,3.5,1.8,0.4,0,0,0.3,3.3,1.6,0,0
"Hošťálková, Maruška",2.8,4.4,3.5,2.9,0.1,0,0,0.2,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
Deštné v Orlic. horách,3.8,3.3,4.6,2,0.3,0.1,0,0,0.1,0.1,0,0.1,0.1,1.1,2.2,0.7,0.5,0,0,0.1,1.4,0.3,0,0
"Borovno, Míšov",0,0,0,0,0,0,0,0.1,0.2,0,0,0,0,0.2,0.9,0,0,0,0,0,0,0.1,0.1,0.1
Krásné Údolí,0.3,0.3,0,0,0,0.5,0.2,0,0,0,0,0.7,0.4,0.2,0,0,0.1,2.5,0.8,1.1,0,0.1,0.2,0.4
Žacléř,3.7,2.6,1.4,0.9,0.6,1.5,0.2,0,0.9,0.1,0.3,0.8,1.5,2.6,3.8,1.6,2.2,0.3,1.2,1.2,1.7,0.8,0.1,0.4
Strašín,0.3,0,0,0.1,0,0.2,0,0,0,0,0,0.1,0.1,0.2,0.5,0.1,0,0,0.1,0,0.1,0.1,0.4,0.3
Vimperk,0.6,0.1,0,0.4,0.2,0,0.1,0,0.1,0,0,0.3,0,0.4,0.5,0.1,0.2,0,0,1.1,0.2,0,0.6,0.2
"Petrovice, Krásný Les",2.4,0.1,0,0,0,0,0,0,0,0,0,0,0.4,0,0.2,0,0.1,0,0,0,0,0,0,0.4
Josefův Důl,1.8,5.6,2.6,0,0,0,0,0,0,0,0,0,0.4,1.2,0.3,2.3,0,0.2,0,0.1,0.3,0,0,0.2
Nový Rychnov,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.2,0.2,0,0,0,0,0,0,0
Pivoň,0.7,1.3,1.1,0.6,0,0.1,0.6,0.7,0.1,0,0.4,1,1.9,1.3,1.5,1.1,0.9,0,0.1,0,0.7,0.6,1.5,1.7
Počátky,0.7,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0,0,0,0,0,0,0,0
"Nadějkov, Větrov",0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.3,0.4,0.1,0,0,0,0,0.1,0.1,0
Netřebice,0.1,0,0,0.1,0,0,0,0.1,0.4,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0.1,0
"Uhelná, Nové Vilémovice",0.1,0.1,0.1,3.1,0,0,0,0.1,0.3,0,0,0,0,0,0.1,0.6,0.3,0.1,0.3,0,0,0.1,0,0
Valašská Senice,2,2.9,3,3.7,1.6,0,0,0.1,0.1,0,0,0,0,0,0,0.1,0.4,0.2,0.8,0,0,0,0,0.1
Nejdek,0.4,0.1,0.5,0.3,0.2,0.2,0.3,0.1,0.1,0,0.2,0.8,1.1,0.1,0.5,0,0.2,0.8,0.1,1.3,0.5,0.9,1,2.4
"Žďár nad Sázavou, Stržanov",2.2,2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.2,0,0,0.1,0,0,0
"Karlovy Vary, Olšová Vrata",0.2,0.1,0,0.2,0,0.3,0.4,0,0,0,0.1,0.1,0.3,2.1,0,0,0,1.8,1,0.7,0.2,0,0,0.9
Nové Město na Moravě,2.3,1.9,1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.4,0.3,0,0.2,0,0,0,0.1
"Lovčice, Kvasetice",0,0,0.1,0,0,0,0,0,0,0,0,0,0.7,0.2,1.4,0,1.4,0.8,0,0,0.1,0.2,0.1,1.4
Lomnice,0.8,2.2,2.5,1.9,0.4,0.3,0.8,0.2,0.7,0.5,0,0.1,0,0,0.1,0.4,0.2,0,0,0,0.3,0.4,0.9,0.2
Světlá Hora,0.5,0.9,1.2,1,0.6,0.9,0.9,0.1,0,0.2,0,0,0,0,0.1,0.2,0.7,0,0,0,0.1,0,0.1,0
"Šindelová, Obora",0.4,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0.8,0.4,0.1,0.2,0,0.1,0.5,0.2,1.2,0.6,0.5,0.7,1.1
Horní Maršov,5.2,4.1,3.7,2.5,1.2,3,0.1,0,2.1,0.2,0.5,0.7,1.8,3,5.1,1.4,2.9,0.1,2.1,1.3,2.3,0.7,0,0.8
"Kateřinice, Ojičná",2.4,2.9,2.6,1.6,0.1,0,0,0.2,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0
Nová Bystřice,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0
Horní Lomná,0.4,1,1.7,1.3,1.2,0,0,0,0,0,0,0,0.1,0.4,0,0.1,0.3,0,0,0.2,0,0,0.1,1.5
Strmilov,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0
"Černovice, Dobešov",0.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.2,0.2,0,0,0,0.1,0,0,0
Rýmařov,1.5,2.3,2.5,2.2,0.8,0.4,1,0.4,0.5,0.9,0.2,0,0,0.1,0.2,0.6,0.8,0.1,0,0,0.6,1.1,0.6,0.2
Rokytnice v Orlic.horách,3.2,2.8,2.7,1.2,0.1,0.1,0,0,0,0.1,0,0,0,0.9,1.5,0.2,0,0,0,0,0.5,0.1,0,0.1
Třešť,0.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.1,0.1,0,0,0,0,0,0,0
Hubenov,0.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.2,0.1,0,0,0,0,0,0,0
Orličky,2.7,3.4,3.5,2.1,0,0.1,0.2,0.7,0.6,0.6,0.5,0,0.1,0.1,0.6,0.4,0,0,0,0,0.1,1.1,0.1,0
Radošice,0,0.1,0,0,0,0,0,0,0.2,0.1,0,0,0,0.1,2,0.4,0.3,0,0,0,0,0.1,0,0.2
Kostelní Myslová,0.6,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
Sněžník,1.4,0.3,0,0,0,0,0,0,0,0,0,0,0.4,0,0.2,0,0.1,0,0,0,0,0,0,0.2
Žlutice,0.2,0.1,0,0.1,0,0.1,0.1,0,0,0,0,0.3,0.2,0.2,0,0,0,1.1,1.1,0.7,0,0.1,0,0.5
Vysoké Studnice,0.6,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.2,0,0,0,0,0,0,0
Horní Bečva,0.3,1.4,2.3,0.6,0.7,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.1,0,0,0.1,0.1
"Dolní Dvůr, Rudolfov",4.4,3.6,3,1.6,0.5,1.7,0,0,0.8,0,0,0,0.8,1,2.6,1.5,0.7,0,0.3,0.3,0.6,0.1,0,0.7
Lubná,1,0.4,1.1,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0,0.1,0,0,0,0.1,0,0,0.1
Krucemburk,1.4,1.9,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.1,0,0,0
Vyšší Brod,0.5,0.4,0,0,0,0,0.2,0.3,0,0.1,0,0,0,0.1,0.3,0,0,0,0,0.1,0,0,0.8,0.4
Vatín,1.6,1.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0,0,0,0,0
"Kamenice nad Lipou, Vodná",0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0,0,0,0,0,0,0,0
Tisá,1.9,0.2,0,0,0,0,0,0,0,0,0,0,0.3,0,0.1,0,0,0,0,0,0,0,0,0.4
Příbram,0.2,0.1,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0.4,0.3,0,0,0,0,0,0.1,0,0.1
"Český Krumlov, Přísečná",0.1,0,0.1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
Bystřice nad Pernštejnem,2.1,1.7,1.6,0.4,0,0,0,0,0,0,0.1,0,0,0,0,0,0.2,0.1,0,0.1,0,0,0,0
Polička,2.3,2,1.4,0,0,0,0,0,0,0,0,0,0,0.1,0.4,0,0.2,0,0,0,0.1,0,0,0.1
Roprachtice,3.3,2.7,1.6,0.1,0.2,0.7,0,0.1,0,0,0,0,0.4,1,0.9,0.7,0.1,0.3,0,0.1,0.4,0,0,0.3
Česká Kubice,0.1,0.6,0.2,0.2,0.1,0,0.1,0,0,0,0,0.1,0.7,0.8,1.8,0.2,1.9,0.1,0,0.1,0.7,0.7,1.3,1.3
"Branná, Františkov",2,2.8,1.8,0.7,0.9,1,0.8,0.4,0.3,0.8,0,0.1,0,0,0.4,0.5,0.7,0,0,0,0.1,0.1,0.2,0.2
Hlasivo,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0.7,0.1,0,0,0,0,0.1,0,0.1
"Potštát, Boškov",2.7,3.5,2.4,2.1,0.2,0,0.1,0.2,0.3,0.1,0,0,0.1,0,0.1,0.3,0,0,0,0,0,0.1,0.4,0
Olešnice,1.4,1.3,1.2,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0
Humpolec,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.1,0.4,0,0,0,0,0,0,0
Králíky,3,4.2,4.1,2.7,0,0.1,0.6,0.9,0.8,1.2,0.2,0,0,0.3,1.6,1,0.4,0,0,0,0.5,1.1,0.4,0.1
Červená Voda,3,4.1,4.8,2.3,0,0.1,0.6,1.2,1.2,1.3,1,0,0.2,0.2,1,0.7,0.2,0,0,0,0.4,2,0.1,0
Chanovice,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.1,0.8,0.1,0.6,1.3,0,0,0,0,0,0.6
"Přibyslav, Hřiště",1.7,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0
"Košetice, Křešín, Kramolín",1,0.4,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0,0.2,0,0,0,0,0,0,0
Studenec,2.4,1.2,1.4,0.5,0,0.2,0,0.1,0,0,0,0,0.2,0.9,0.3,0.4,0.2,0,0,0,0.1,0.1,0,0.4
Teplice nad Metují Zdoňov,0.5,0.5,0,0,0.2,0.9,1.1,0.1,0.2,0.3,0,0.5,0,0.2,1.8,1,0.9,0.8,0.4,0.8,0.5,0.3,0,0.1
Konstantinovy Lázně,0.1,0.1,0.4,0,0.1,0,0.1,0,0.1,0,0,0.3,0.2,0.4,0.1,0,0.1,0.1,2.2,0,0.6,0.4,1.2,0.5
Štoky,1.3,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.3,0.1,0,0,0,0,0,0
Bečov nad Teplou,0.5,0.6,0.1,0.2,0.1,0.7,0.2,0,0,0,0.2,1,0.4,0.2,0,0.1,0.3,3.1,0.5,1,0,0.3,0.2,0.8
Seč,0.7,0.9,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strašice,0.2,0,0.2,0,0,0,0,0,0.4,0,0,0,0,0.2,0.6,0,0,0,0,0,0,0,0.2,0
"Jindřichův Hradec, Děbolín",0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
"Křemže, Mříč",0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0
Luby,0.8,0.2,0.1,0.1,0,0,0.5,0.1,0,0,0,0.6,0.1,0,0,0,0,1.6,0.5,1.3,0.2,0.1,0.3,0.5
Rožmitál pod Třemšínem,0.1,0.1,0,0,0,0,0,0,0.2,0.2,0,0,0.2,0.2,1.2,0.1,0,0,0,0,0,0.3,0.1,0.2
Český Rudolec,0.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0,0,0,0,0,0,0,0.1
Kocelovice,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1.2,0.2,0.5,0.9,0,0,0,0,0,0.3
Velké Karlovice,1.2,2.3,4.1,3.5,2.2,0.3,0,0.3,0.1,0.1,0,0,0.1,0,0,0.1,0.2,0.1,0.4,0,0,0,0,0.2
Brtnice,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0
Slezská Harta,0.3,0.9,1.1,0.8,0.4,0.1,0.2,0,0.1,0,0,0,0,0,0,0.2,0.1,0,0,0,0.4,0,0.1,0
Radostín,1.5,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5,0.1,0,0,0,0,0,0
Bukovinka,1.8,1.4,0.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0
Sedlice,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.7,0.3,0,1.2,0,0,0,0,0,0.2
Železná,0.3,0.4,0.5,0.2,0.3,0,0.2,2.2,0.1,0,0.1,0.2,0.9,3.1,0.6,0.8,0,0.2,0,0,0.9,0.8,0.5,0.4
"Gajer, Janov",1.8,1.4,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0,0
Luká,1.2,1.2,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0
Verneřice,1.4,0.5,0,0.1,0.1,0,0,0,0,0,0,0,0.2,0.2,0.5,0.3,0,0,0,0,0,0,0,0.1
Planá,0.4,0.2,0.7,0,0.3,0,0.2,0.1,0.1,0,0,0.1,0.6,0.4,0,0,0.3,0.2,1.6,0,0.6,0.5,0.5,0.3
Jemnice,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0
Jeseník,0.3,0.1,0.5,1.3,0.1,0.3,0.3,0.1,0.1,0.1,0,0,0,0.1,0,0.3,0.2,0,0,0,0,0,0.1,0.1
Temelín,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Město Albrechtice, Žáry",0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
Jablonec nad Nisou,1.4,0.6,0.4,0.1,0,0.1,0,0,0,0,0,0,0.2,1.5,0.2,0.8,0,0.1,0,0.1,0.1,0,0,0.2
Nalžovské Hory,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.1,0,0,0,0.1,0,0,0,0.6
Olší,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.5,0.5,0,0.1,0,0,0,0,0.1,0.1
Pacov,0.8,0.4,0.1,0,0,0.1,0,0,0,0,0.1,0,0,0.3,0.9,0.6,0.2,0,0,0,0.1,0,0,0
Březnice,0.2,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,1.7,0.4,0.1,0,0,0,0,0.3,0,0.3
Vlkonice,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0,0,0.1,0,0,0,0.3
Ondřejov,2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chudenice,0.1,0.2,0.1,0.2,0,0,0,0,0,0,0,0.2,0.9,0.5,1.3,0,3,0,0,0,0.3,0.3,0.4,1.6
Vítkov,0.4,0.5,0.8,0.3,0.1,0.1,0.1,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0.5,0
"Zbýšov, Dobrovítov",2,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.3,0,0,0,0,0,0,0
Tachov,0.6,1,0.4,0,0.1,0,1.1,0.9,0.3,0,0.2,0.1,1.2,0.5,0.6,0,0.2,0,0.9,0,1.5,1.4,0.8,0.5
Bernartice,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0,0,0.1,0,0,0,0,0
Lomnice nad Popelkou,2.8,2.5,1.2,0.3,0,0,0,0,0,0,0,0,0.1,1,0.4,0,0,0,0,0,0.1,0,0,0.1
Sloup,0.8,0.8,0.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
Velká Bíteš,1.1,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Husinec,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.4,0.3,0,0.1,0
Cheb,0.8,0.6,0.4,0.1,0.4,0.4,0,0,0,0,0,0.6,0.2,0,0,0,1.2,2.5,1.3,0,0.2,0,0.7,1.2
Paseky,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0
