Stanice,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Praděd,0.3,0.1,0,0,0,0.1,0,0,0,0,0.2,0.4,0.1,0.1,0,0,0,0,0,0,0,0,0,0
Luční bouda,0,0,0,0,0,0,0.1,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0.1
Blatný vrch,,,,,,,,,,,,,,,,,,,,,,,,
"Boubín, vrchol",,,,,,,,,,,,,,,,,,,,,,,,
Plechý,,,,,,,,,,,,,,,,,,,,,,,,
Šerák,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
Lysá hora,0,0,0,0.2,0.6,0.6,0.3,0.6,0.1,0.1,0.4,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0
Labská bouda,0,0,0,0,0,0.1,0.9,0.7,0,0.2,0,0,0,0,0,0,0.4,0.8,0.4,0.4,0.1,0.3,0.1,1.3
Klínovec,0.9,0.7,0.2,0.1,0,0,0.2,0.9,0.8,0.7,0.8,0.3,0.6,0.3,0.6,0.1,0.3,0.1,0,0.5,0.5,0.2,0,0
"Bučina, u Kvildy",0.8,0.1,0.1,0,0.1,3.1,1.6,0.3,0.7,0.7,0.2,0.6,0,0.1,0.4,0.8,0.1,1.1,1,0,0,0,0.4,1.5
Churáňov,1.2,0.1,0.9,0.7,0.1,1.6,0.8,1.1,0.7,1,0,0,0.1,0.2,0.4,0.3,0,0,0.5,0,0,0.4,0.1,0.9
Dvoračky,0.2,0.1,0,0.1,0,0.2,1.2,0.6,0.2,0.5,0,0,0.3,0.3,0.3,0.3,0.4,0.8,0.2,0.5,0.2,0.2,0.1,2.8
Filipova Huť,0.8,0.2,0.1,0.1,0.1,2.7,2,0.4,1,0.4,0,0,0.2,0.2,0.5,0.3,0.1,0.7,0.9,0.1,0,0.2,1.1,1.8
"Dolní Morava, Slaměnka",0.2,0.1,0.1,0.1,0.2,0,0,0,0,0,0.2,0,0,0,0.1,0,0,0,0,0,0.2,0.2,0,0.1
