Stanice,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Luční bouda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0,0,0.1,0.1,2.3,1.1
Blatný vrch,,,,,,,,,,,,,,,,,,,,,,,,
"Boubín, vrchol",,,,,,,,,,,,,,,,,,,,,,,,
Plechý,,,,,,,,,,,,,,,,,,,,,,,,
Šerák,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.2,0.3,0.3,0.1,0,0,0,0
Lysá hora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.5,0,0.1,0,0,0,0,0,0
Labská bouda,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1,0.2,0.8,0.8,1.3,0.7,0.5,1.2,2.2,3.9,1.7
Klínovec,0,0,0,0,0,0,0,0.2,0.5,1,1.5,1.5,1,0.6,0.3,0.2,0.8,1.2,1.7,1.3,3.3,0,0,0
"Bučina, u Kvildy",0,0,0,0,0,0.3,1.4,1,1.4,1.6,1.9,2.5,1.9,1,0.7,1.4,2,2.2,1,0.5,0.7,0.1,0,0
Churáňov,0,0,0,0,0,0.1,0.7,0.6,0.3,0.3,0.2,0.2,0.1,0.2,0,0,0.5,0.6,0.1,0.1,0.3,0,0,0
Dvoračky,0,0,0,0,0,0,0,0,0,0,0,0,1,1.2,0.2,0.7,0.9,2,1.3,0.7,1.2,2.6,3.7,2.3
Filipova Huť,0,0,0,0,0,0.4,0.9,0.6,0.4,0.7,0.7,0.8,1.8,0.9,0.6,1.1,2.1,2.1,0.4,0.4,1,0.1,0,0
"Horská Kvilda, u Hamerského potoka",0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.9,2.2,1.7,2.5,1.2,0.3,0.2,0.6,0,0,0
"Pomezní boudy, Horní Malá Úpa",0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.1,0,0.2,1.2,0.2,0,0.1,0,1.1,0.4
"Bělá pod Pradědem, Červenohorské sedlo",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.7,0.2,0.2,0.2,0.1,0.2,0.2,0,0.1,0.2
"Staré Město pod Sněžníkem, Paprsek",0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.6,0.2,0.2,0.3,0.2,0.1,0.1,0.1,0.2,0.2
Kubova Huť,0,0,0,0,0,0,0.6,0.8,0.3,0.3,0.2,0.3,0.8,0.2,0.1,0.2,0.6,0.7,0.4,0.2,0.1,0.1,0,0
Špičák,0,0,0,0,0,1,1.4,1,1.3,1.3,0.5,1,1.4,0.7,0.7,1.7,3.2,2.5,0.6,0.6,0.5,0,0.1,0
Dyleň,0,0,0,0,0,0,0.2,0.4,0.4,0.6,0.5,1,0,0.1,0,0.7,0.2,0.1,0.1,0.3,0.1,0,0,0
Přebuz,0,0,0,0,0,0,0,0.4,0.9,0.8,2.4,2.7,2.3,1.7,0.8,2.2,4.5,1.5,2.7,0.6,0.4,0.4,0.2,0.1
Borová Lada,0,0,0,0,0,0.1,0.9,0.6,0.6,0.6,0.6,1.1,1.4,0.4,0.2,0.3,0.9,1.2,0.4,0.3,0.3,0.1,0,0
Abertamy,0,0,0,0,0,0,0,0.1,0.5,0.7,1.7,1.8,1.6,1.5,0.7,1.4,2.3,2,2.4,0.5,0.4,0,0,0
Prášily,0,0,0,0,0,0.4,1.3,1,0.9,1.1,1.2,2.9,2.2,0.9,0.8,1,1.8,1.4,0.6,0.5,0.8,0.1,0.1,0.1
"Luisino údolí, Deštné v Orlických horách",0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0.4,0,0.2,0.4,0.4,0.5,0.2,0.3,0.9,1.8
Hojsova Stráž,0,0,0,0,0,0.4,1.1,0.9,0.6,1.1,1.1,2.3,1.1,0.5,0.6,0.6,2.4,1.7,0.1,0.1,0.1,0,0,0
"Kořenov, Jizerka",0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.6,0.1,0.4,1,1.1,0.8,0.3,0.8,3.2,3.4,1.7
"Kynžvart, Lazy",0,0,0,0,0,0,0,0.3,0.3,0.6,0.6,0.9,0.2,0.2,0.3,0.8,0.4,0.3,0.4,0.8,0.4,0,0,0
"Bílý Potok, Smědava",0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.6,0,0.3,0.8,0.9,0.7,0.1,0.6,1.6,1.9,0.7
Milešovka,0,0,0,0,0,0,0,0,0,0,0.8,1.1,1.7,1.1,0.5,0.4,1.1,1.1,0.8,0.5,0.3,0.4,0.4,0.5
Měděnec,0,0,0,0,0,0,0,0,0.3,0.8,1.1,1.2,1.4,0.9,1,0.5,1.5,0.9,1.1,0.6,0.2,0,0.1,0
"Staré Hutě, Hojná Voda",0,0,0,0,0,0,0.4,0.5,0.5,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0
Pec pod Sněžkou,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.8,0.4,0.3,0.5,1.3,1,0.8,0.9,1.2,3.9,2.2
Strážný,0,0,0,0,0,0.1,1.3,0.9,0.8,1.1,0.9,1.8,2.1,0.8,0.9,1.1,1.3,1.3,0.8,0.7,0.1,0.1,0,0
"Jelení, Nová Pec",0,0,0,0,0,0.1,1,0.7,0.5,0.7,0.6,0.7,1.3,0.6,0.4,0.5,0.8,0.8,1.5,0,0,0,0,0
Klíny,0,0,0,0,0,0,0,0,0,0.2,0.6,0.9,1.2,0.5,0.4,0.2,1.5,1.8,1.6,1.3,0.4,0.5,0.6,1.1
Zámyšl,0,0,0,0,0,0.1,0.5,0.8,0.5,0.5,0.7,1.1,1,0.1,0,0.2,1.1,1.4,0.1,0,0,0,0,0
Karlova Studánka,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.2,0.1,0.1,0.3,0.1,0.1,0.2,0.2
Zbytiny,0,0,0,0,0,0,0.6,0.9,0.4,0.3,0.2,0.2,0.5,0.2,0,0,0.2,0.2,0.1,0.2,0,0,0,0
"Bedřichov, Nová louka",0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.4,0,0.5,1.3,0.7,0.6,0.2,0.7,2.7,1.7,1.5
Bedřichov,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0.6,0.1,0.5,1.3,0.5,0.5,0.4,1.1,3.8,1.8,1.2
Pohorská Ves,0,0,0,0,0,0,0.4,0.8,0.4,0.4,0.3,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0
"Desná, Souš",0,0,0,0,0,0,0,0,0,0,0,0.1,0.8,0.9,0.3,0.4,1.1,1.3,1.1,0.7,1.4,3.8,3.7,2.2
"Dlouhé Stráně, Kouty nad Desnou",0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0,0.3,0.2,0.4,0.2,0.2,0.4,0.5
