Stanice,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Luční bouda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blatný vrch,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0.1,0,0.4,0.2,0.4,0.9,1.1,1.5
"Boubín, vrchol",0,0,0,0,0,0,0,0,0.1,0.1,0,0,0.2,0.1,0.7,0.3,0.2,0.3,0.4,0.7,0.9,1.2,1.4,2.9
Plechý,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0.1,0.2,0.1,0.1,0.1,0.1,0.2,1.1,2,1.1
Šerák,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lysá hora,0,0,0,0,0.2,0.6,4,1.5,1.2,0.5,0.2,0,0,0,0.1,0.1,0.3,0,0,0,0,0,0,0.1
Labská bouda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klínovec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
"Bučina, u Kvildy",0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0.1,0,0.1,0.2,0.3,0.7,3.1,2.8
Churáňov,0,0,0.4,0,0,0,0,0,0,0.1,0.5,0.3,0.2,0.3,0.7,1.7,0.5,0.4,0.7,1.1,1.1,1.7,1.3,4.1
Dvoračky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Filipova Huť,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0,0.2,0.3,0.4,0.4,0.7,2.9,3.6
"Horská Kvilda, u Hamerského potoka",0,0,0,0,0,0,0,0,0,0.1,0.2,0.1,0.1,0.2,0.3,0.9,0.3,0.3,0.8,0.4,0.7,1.7,2.3,3.8
"Pomezní boudy, Horní Malá Úpa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bělá pod Pradědem, Červenohorské sedlo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hejnice, Smědavská hora",0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Staré Město pod Sněžníkem, Paprsek",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0
Kubova Huť,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0.1,0.1,0.5,0.3,0.1,0.3,0.4,0.3,0.5,1.4,1.2,2.7
"Josefův Důl, Rozmezí",0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hejnice, Knajpa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bílý Potok, Pavlova cesta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Špičák,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,0.4,0.2,1.1,2.3,4.7
"Kořenov, Lasičí",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dyleň,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
"Kořenov, Jizerská cesta",0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bílý Potok, U Jeřábu",0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hejnice, Kasárenská",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0
Přebuz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Borová Lada,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.6,0.3,0.2,0.2,0.2,0.3,0.6,1,2.5,3.2
Abertamy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prášily,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0.2,2.3,0.2,0.2,0.3,0.6,0.7,2.4,3.3,5
"Bedřichov, Olivetská hora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Luisino údolí, Deštné v Orlických horách",0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Hojsova Stráž,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0.3,0.3,0.4,0.3,0.4,0.2,0.7,1.5,4.8
"Kořenov, Jizerka",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kynžvart, Lazy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
"Bílý Potok, Smědava",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milešovka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3
Měděnec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.4
"Staré Hutě, Hojná Voda",0,0,0,0.1,0,0,0,0,0.1,0.1,0,0.4,0,0.1,0.3,1,0.4,0.3,0.8,0.4,0.4,0.3,0.6,0
Pec pod Sněžkou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strážný,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5,0.4,0.4,0.9,3.1,2.3
"Bedřichov, Tomšovka",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jelení, Nová Pec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.1,0,0.3,0.3,0.6,2.1,3.4,1.4
Klíny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zámyšl,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0,0.2,0.8,0.4,0.2,0.7,0.6,0.7,1.6,2,5.3
Karlova Studánka,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0
Zbytiny,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0.5,0.4,0.1,0.3,0.8,0.9,0.9,0.8,1.1,1
"Bedřichov, Nová louka",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bedřichov, Uhlířská",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bedřichov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kořenov, Jezdecká",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pohorská Ves,0,0,0,0.5,0,0,0,0.1,0.2,0,0,0,0,0.1,0.4,0.4,0,0.1,0.1,0.1,0,0.1,0.1,0
"Desná, Souš",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dlouhé stráně, Kouty nad Desnou",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0
"Ktiš, Tisovka",0,0,0,0,0,0,0,0.1,0,0,0.2,0.3,0.5,0.9,1.7,1.2,0.3,0.3,2.7,3.7,3.1,1.8,1.6,1.9
"Bedřichov, Blatný rybník",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Železná Ruda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.1,0.2,0.3,0.4,0.2,1.3,2.8,4.2
"Bedřichov, Kamenice",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volary,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.2,0.1,0.1,0,0.3,0.3,0.5,0.9,1.8,2.3
Červená,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.9,0.2,0,0.2,0.2,0,0,0,0,0
"Nýdek, Filipka",,,,,,,,,,,,,,,,,,,,,,,,
Přimda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.1,0.1,2.5,3,3.5
Černá v Pošumaví,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.1,0,0.1,0.3,0.3,0.2,0.5,0.2,0.4,0.5,2.1,0.5
"Olešnice, Čihalka",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,,,,
Svratouch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.4,0.3,0.1,0,0.1,0,0,0
Čachrov,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.6,0.3,0.2,0.4,0.5,0.6,1.1,1.8,4.4
Kašperské Hory,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.1,0.2,0.8,0.3,0.1,0.8,0.5,0.5,1.1,0.7,2.7
"Bílá, Salajka",0,0,0,0,0.2,1.1,1.9,1.1,0.7,0.2,0.2,0,0.1,0,0.4,0.3,0.4,0,0,0,0,0,0,0
